5414486,cmn,恐怕已經沒有咖啡了。,I'm afraid there isn't any coffee left.
5414822,cmn,我的內褲是濕的。,My underpants are wet.
5414829,cmn,你有Facebook帳號嗎？,Do you have a Facebook account?
5414833,cmn,我刪除了我的Facebook帳號。,I deleted my Facebook account.
5414838,cmn,你花多少時間在Facebook上？,How much time do you spend on Facebook?
5414842,cmn,Facebook很無聊。,Facebook is boring.
5414848,cmn,你為什麼不戒掉Facebook？,Why don't you quit Facebook?
5414859,cmn,這是我的Facebook頁面。,This is my page on Facebook.
5414864,cmn,Facebook在中國是被封鎖的。,Facebook is blocked in China.
5414873,cmn,Tom刪除了他的Facebook帳號。,Tom deleted his Facebook account.
5414879,cmn,我並沒有花那麼多時間在Facebook上。,I don't really use Facebook that much.
5414888,cmn,你有認識沒有用Facebook的人嗎？,Do you know anyone who's not on Facebook?
5414900,cmn,我花了幾乎一整天在用Facebook。,I spend time on Facebook almost every day.
5414905,cmn,你在Facebook上有多少朋友？,How many friends do you have on Facebook?
5414909,cmn,你上一次用Facebook是什麼時候？,When was the last time you spent time on Facebook?
5414927,cmn,謝謝你接受我Facebook的交友邀請。,Thanks for accepting my friend request on Facebook.
5414928,cmn,我希望我能知道如何刪除我的Facebook帳號。,I wish I could figure out how to delete my Facebook account.
5414930,cmn,在Facebook上瀏覽朋友的照片是在浪費時間。,Looking at your Facebook friends' photos is a waste of time.
5414931,cmn,Facebook的用戶比美國人口還多。,The number of people on Facebook is greater than the population of the United States.
5414933,cmn,我需要去派對嗎？,Do I have to go to the party?
5418705,cmn,Tom在洗澡。,Tom is in the shower.
5418706,cmn,Tom在別的房間喝伏特加。,Tom is in the other room drinking vodka.
5418707,cmn,Tom在醫院。,Tom is in the hospital.
5418952,cmn,George學葡萄牙文多久了？,How long has George studied Portuguese?
5418953,cmn,George住這多久了？,How long has George lived here?
5418954,cmn,George在里約工作多久了？,How long has George worked in Rio?
5418959,cmn,我們在校園附近的咖啡廳碰面。,We met in a coffee shop near the campus.
5418962,cmn,我們在2008年相遇。一年後，我們結婚了。,"We met in 2008. A year later, we got married."
5418964,cmn,我們弄丟了車，Tom幫我們找了回來。,We lost our cat and Tom found it for us.
5418965,cmn,我們住在一起。,We live together.
5418968,cmn,我們知道我們在做什麼。,We know what we're doing.
5418971,cmn,我們只是想找Tom。,We just want to find Tom.
5418974,cmn,我們只是需要個計畫。,We just need a plan.
5418980,cmn,我們只是需要確認Tom有要來這。,We just have to make sure Tom is planning to be here.
5419048,cmn,太陽系中有多少行星？,How many planets are there in the solar system?
5419050,cmn,水星是我們的太陽系中最小的行星。,Mercury is the smallest planet in our solar system.
5419053,cmn,土星是太陽系中第二大的行星。,Saturn is the second largest planet in the Solar System.
5419058,cmn,太陽在太陽系的中心。,The Sun is in the center of the solar system.
5419061,cmn,發射成功。我們正在離開太陽系。,The launch was successful. We're now leaving the solar system.
5419062,cmn,水星是太陽系八大行星中最小的。,Mercury is the smallest of the eight planets in the Solar System.
5419359,cmn,她還不會騎腳踏車。,She can't ride a bicycle yet.
5419378,cmn,我們不該期望從Tom那得到太多幫助。,We shouldn't expect too much help from Tom.
5420416,cmn,請在明天六點叫我起來。,Please wake me up at six tomorrow.
5422698,cmn,我應該登記這堂課嗎？,Should I register for that class?
5422702,cmn,我可以登記這堂課嗎？,Can I register for that class?
5422705,cmn,你需要在星期一前註冊。,You need to register by Monday.
5422708,cmn,我想要用掛號寄這封信。,I want to have this letter registered.
5422710,cmn,所有的參加者都得註冊。,All participants must be registered.
5422711,cmn,請用掛號寄這個。,Please send this by registered mail.
5423493,cmn,你是個真正的朋友。,You're a real friend.
5426366,cmn,我送给汤姆一份临别礼物,I gave Tom a going-away present.
5433144,cmn,你必须做晚饭吗？,Do you have to make dinner?
5433151,cmn,我当然告诉了她。,"Of course, I told her."
5433152,cmn,我告诉他们你饿了。,I told them you were hungry.
5433153,cmn,如果汤姆没有做他应当做的事，请让我知道。,"If Tom doesn't do what he's supposed to do, please let me know."
5444617,cmn,烏龜沒有牙齒。,Turtles don't have teeth.
5452166,cmn,我百分之百同意Tom。,I agree with Tom a hundred percent.
5452167,cmn,我們仍然不知道為什麼。,We still don't know why.
5452168,cmn,我從沒看過那個人。,I've never seen that guy before.
5452169,cmn,我已經告訴你真相了。,I've already told you the truth.
5452170,cmn,你新書的書名是什麼？,What is the title of your new book?
5452171,cmn,Tom的父母住在南美洲。,Tom's parents live in South America.
5455270,cmn,我想要一隻狗。,I want a dog.
5455279,cmn,孩子，不要碰那面鏡子！,"Kid, don't touch the mirror!"
5455289,cmn,拉丁文是宗教與文化的語言。,Latin was the language of religion and culture.
5494310,cmn,他最近找到一個好工作。,He recently found a good job.
5496230,cmn,我不是在跟你說話，我在跟猴子說話。,I'm not talking to you; I'm talking to the monkey.
5496232,cmn,我不會說英文，也不會說西班牙文。,I can speak neither English nor Spanish.
5496234,cmn,抱歉，我不會說葡萄牙文。,"I'm sorry, I don't speak Portuguese."
5496235,cmn,我不會說她的語言。,I don't speak her language.
5496236,cmn,我不會說他的語言。,I don't speak his language.
5496239,cmn,Tom從八月六號他失業那天，開始領失業救濟金。,"Tom has been on the dole since the 6th of August, when he lost his job."
5496240,cmn,今晚有個海灘派對。,There's a beach party tonight.
5496241,cmn,她為他做了件新大衣。,She made him a new coat.
5496242,cmn,她找到打字員的工作。,She found employment as a typist.
5496243,cmn,嘿，你在這做什麼？,"Hey, what are you doing here?"
5496244,cmn,我們都為Tom感到遺憾。,We all felt sorry for Tom.
5496245,cmn,每個人看到Tom都很驚訝。,Everyone was surprised to see Tom.
5496247,cmn,我仍然無法相信你結婚了。,I still can't believe you're married.
5496248,cmn,我愛這台車。,I love this car.
5496249,cmn,如過那發生在Tom身上，也可能會發生在你身上。,"If it happened to Tom, it could happen to you."
5496267,cmn,不論你怎麼說，我還是會照我的方式做。,"Whatever you say, I'll do it my way."
5496268,cmn,我希望在六十歲時退休。,I hope to retire from work when I'm 60 years old.
5496269,cmn,給我那台筆電。,Hand me that laptop.
5496270,cmn,Tom跟我是商業夥伴。,Tom and I were business partners.
5496275,cmn,如果有任何東西可以稱作神聖的，那就是人體。,"If anything is to be called sacred, it's the human body."
5496278,cmn,你可以在年鑑中找到月相的資訊。,In an almanac you can find information about the phases of the moon.
5496289,cmn,沒有人有勇氣跟他說。,Nobody had the courage to say it to him.
5496290,cmn,他的公司沒有從危機中倖存。,His company didn't survive the crisis.
5496297,cmn,這裡有美麗的女人嗎？,Are there beautiful women here?
5496299,cmn,我需要我的大衣。,I need my coat.
5496310,cmn,Tom被抓到無照駕駛。,Tom was caught driving without a license.
5496311,cmn,Tom對烹飪很在行。,Tom is quite good at cooking.
5496315,cmn,這本書真的很舊。,This book is really old.
5499527,cmn,你達成你的目標了嗎？,Did you accomplish your goals?
5500512,cmn,Tom沒有錢。,Tom has no money.
5505592,cmn,我們的欄杆是鐵做的。,Our fence is made of iron.
5505595,cmn,他是個兇手，應該進到牢裡。,"He is a killer, he should be behind bars!"
5505596,cmn,那個囚犯在牢裡待了兩個月。,The prisoner was behind bars for two months.
5505597,cmn,他因為謀殺案在牢裡待了十年。,He has spent ten years in jail for murder.
