332543,cmn,接下來該采取什麼行動就交給你了。,I leave it in your hands what course of action to take.
332544,cmn,老師給我們布置了家庭作業。,The teacher gave us homework.
332545,cmn,我們看著這孩子玩耍。,We were watching the child at play.
332546,cmn,你開始學習英語了嗎？,Have you begun studying English?
332547,cmn,它們是瓜。,They are melons.
332548,cmn,你走了，我們都會想你的。,We shall all miss you when you go away.
332549,cmn,電視的優點在於它給體育愛好者提供了更大的方便。,Television has the advantage of providing sports fans with greater convenience.
332550,cmn,我沒有拜訪他，因為我感冒了。,I didn't call on him because I had a cold.
332551,cmn,乘公交車費時。,The bus will take time.
332552,cmn,由於火車延誤，我遲到了。,I was late as a result of the train delay.
332553,cmn,他還沒來。他肯定錯過公交車了。,He hasn't come yet. He must have missed the bus.
332554,cmn,這種款式的帽子現在很流行。,This style of hat is now in fashion.
332555,cmn,其他的一切都好。,Everything else is fine.
332556,cmn,你可以想象在月球上行走嗎？,Can you imagine walking around on the moon?
332557,cmn,你會溜冰嗎？,Can you skate?
332558,cmn,他有可能贏得比賽。,He is likely to win the game.
332559,cmn,這件事至關重要。,This is a matter of capital importance.
332560,cmn,不要拉我的腿！,Don't pull my leg!
332561,cmn,我無法相信自己的眼睛。,I can't believe my eyes.
332563,cmn,你考慮周到，沒有打擾我們。,You were considerate not to disturb us.
332564,cmn,這件事他銘記於心。,The incident was etched in his memory.
332565,cmn,這本書對你來說讀起來太難了。,This book is too difficult for you to read.
332566,cmn,我什麼都不想喝。,I don't want anything to drink.
332567,cmn,一塊巖石從上面落下。,A rock fell from above.
332568,cmn,我頭痛。,I have a headache.
332569,cmn,布什繼裏根之後當上了總統。,Bush followed Reagan as president.
332570,cmn,他的努力沒有成果。,Nothing has resulted from his efforts.
332571,cmn,今天刮冷風。,The wind is cold today.
332572,cmn,你在撒謊。,You are lying.
332573,cmn,自助者天助。,God helps those who help themselves.
332575,cmn,和你的車比起來，我的車很小。,"Compared with yours, my car is small."
332576,cmn,他很年輕，更重要的是，他很帥。,"He is young and, what is more, handsome."
332577,cmn,和她爭辯是沒用的。,It is no use arguing with her.
332578,cmn,太可惜了！,What a pity!
332579,cmn,聽到她成功的消息，他很高興。,He was happy at the news of her success.
332580,cmn,男孩們竊竊私語，我知道他們準備做些什麼。,The boys were whispering; I knew they were up to something.
332581,cmn,我要預訂一間6月3日的單人房。,I'd like to reserve a single room on June 3.
332582,cmn,請幫我找一下我的錢包。,Please find me my wallet.
332583,cmn,她給我講了一個有趣的故事。,She told me an interesting story.
332584,cmn,他登上了前往洛杉磯的飛機。,He boarded a plane bound for Los Angeles.
332585,cmn,什麼時候開始？,What time does it start?
332586,cmn,他兒子小時候就死於癌癥了。,His son died from cancer at a young age.
332587,cmn,這本書有精美的插圖。,This book is beautifully illustrated.
332588,cmn,她和她妹妹一樣親切。,She is no less kind than her sister is.
332589,cmn,隨著時間的推移，比賽增加了規則以使之更安全。,"As time went on, rules were added to the game to make it safer."
332590,cmn,他看上去是一個十足的紳士。,He looks every inch a gentleman.
332591,cmn,金子比水重得多。,Gold is far heavier than water.
332592,cmn,我們的任務到目前為止很輕松，但從現在開始將會變得很難。,"Our task has been easy so far, but it will be difficult from now on."
332593,cmn,你自己拿蛋糕吃吧。,Please help yourself to the cake.
332594,cmn,他給我講述了他的一生。,He told me the story of his life.
332595,cmn,事故耽誤了我們半小時。,An accident delayed us for half an hour.
332596,cmn,這種秘密總有一天會被揭露的。,Such secrets are always eventually revealed.
332597,cmn,我沒什麼可依靠的了。,I have nothing to fall back on.
332598,cmn,我做完我的功課後，就讀這本書。,I read the book after I had finished my homework.
332599,cmn,能不能麻煩你告訴我去鄰村怎麼走？,"Sorry, but can you show me the way to the next village?"
332600,cmn,她住在羅素廣場56號。,She lived at 56 Russell Square.
332601,cmn,我們有很多聽眾。,We had a large audience.
332602,cmn,請寫信告訴我你們學校的情況。,Please write to me about conditions at your school.
332603,cmn,看見新鮮龍蝦，我有了食欲。,The sight of fresh lobster gave me an appetite.
332604,cmn,最後三周，Jim一直試圖帶我出去吃飯。,Jim has been trying to take me out to dinner for the last three weeks.
332605,cmn,這狗跑得多快啊！,This dog runs very fast!
332606,cmn,你上班遲到了。,You were late for work.
332607,cmn,護士會告訴你怎麼做。,The nurse will tell you how to do it.
332608,cmn,不要相信一個你一點都不了解他過去的人。,Don't trust a man whose past you know nothing about.
332609,cmn,下周我去溫哥華看我妹妹。,I'm going off to Vancouver next week to see my sister.
332610,cmn,羅傑斯先生和史密斯小姐昨天宣布訂婚。,The engagement of Mr Rogers and Miss Smith was announced yesterday.
332611,cmn,你多久後需要它？,How soon do you need it?
332612,cmn,誠信是一種重要的美德。,Honesty is a capital virtue.
332613,cmn,鮑勃第一個到達終點線。,Bob reached the finish line first.
332614,cmn,這是我見過最美的景色了。,This is the most beautiful sight that I have ever seen.
332615,cmn,科學和數學我都喜歡。,I like both science and math.
332616,cmn,我們的計劃從一開始就出錯了。,Our plan went wrong from the beginning.
332617,cmn,她不喜歡我說話的方式。,She doesn't like the way I speak.
332618,cmn,他請求她給予優待。,He asked her to give him preferential treatment.
332619,cmn,能不能請你把鹽遞給我？,"Could you pass me the salt, please?"
332622,cmn,在這種天氣下，我最好是待在家裏而不要出去。,In this kind of weather it's best if I stay at home and don't go outside.
332629,cmn,你不這麼認為嗎？,Don't you think so?
332630,cmn,Tom否認偷了錢。,Tom denied having stolen the money.
332631,cmn,我想減肥。,I want to lose weight.
332632,cmn,我聽到這個消息很吃驚。,I was surprised at the news.
332633,cmn,她一直和她的兄弟爭吵。,She was always quarreling with her brothers.
332634,cmn,只有為數不多的幾個電視節目值得關註。,Only a few TV programs are worth watching.
332635,cmn,我不明白為什麼你這麼批評他。,I can't understand why you are so critical of him.
332636,cmn,你想再來杯酒嗎？,Would you like another glass of wine?
332637,cmn,他努力工作。,He works hard.
332638,cmn,自由是有代價的。,Freedom has a cost.
332639,cmn,幾分鐘後，電話響了。,A few minutes later the telephone rang.
332640,cmn,月球是地球唯一的衛星。,The moon is the earth's only satellite.
332641,cmn,他和他的姐妹們目前都住在東京。,His sisters as well as he are now living in Tokio.
332642,cmn,孩子們洗了他們的腳。,The children washed their feet.
332643,cmn,我的計劃是參觀蘇格蘭的古堡。,My plan is visiting old castles in Scotland.
332645,cmn,他是哈佛大學的生物學教授。,He's a professor of biology at Harvard.
332647,cmn,我期待聽到你在這件事上的想法 。,I look forward to hearing your thoughts on this matter.
332649,cmn,他長大了會成為一名醫生。,He is going to be a doctor when he grows up.
332651,cmn,銀行對風險客戶收取較高的貸款利息。,Banks charge higher interest on loans to risky customers.
332652,cmn,你為什麼說要去公園散步？,Why are you saying you want to walk in the park?
332653,cmn,觀眾人數龐大。,The audience was very large.
332654,cmn,寫下你名字的大寫字母。,Write your name in capital letters.
332655,cmn,我不太明白他說什麼。,I don't quite understand what he says.
332656,cmn,我對外籍員工沒有偏見。,I don't have a prejudice against foreign workers.
332657,cmn,我明早八點來接你。,I'll call for you at eight tomorrow morning.
332658,cmn,我相信他會信守諾言。,I believed that he would keep his promise.
332660,cmn,我們看見池裏有很多活魚。,We saw a lot of live fish in the pond.
332663,cmn,他有很多歷史書籍。,He has a lot of books on history.
332666,cmn,所有跡象表明她好起來了。,All the signs are that she is getting better.
332667,cmn,即使他們有很好的酒單，我也不想在這裏用餐。,"Even if they have a good wine menu, I will not want to dine here."
332668,cmn,建築物在地震中搖晃。,The buildings shook in the earthquake.
332670,cmn,由醫生來決定某人何時該死是對的嗎？,Is it right for a doctor to decide when someone should die?
332673,cmn,誰來為風險投資提供資金？,Who will provide capital for the venture?
332675,cmn,他很快便與小區裏新來的男孩交上了朋友。,He quickly made friends with the new boy on the block.
332676,cmn,他的政權必定會崩潰。,His regime is bound to collapse.
332677,cmn,小偷迅速地竄入了人群。,The thief whipped out into the crowd.
332678,cmn,我上周不忙。,I wasn't busy last week.
332679,cmn,遊泳使腿部強健。,Swimming makes your legs stronger.
332680,cmn,現在的人教育程度比以前高得多。,People are more educated now than they used to be.
332681,cmn,我不能讓自己做這樣的事。,I can't bring myself to do such a thing.
332683,cmn,接受對方的準則就是給予他權力。,Accepting the other's norms is submitting to the other's power.
332684,cmn,我將確保你們在第一年後有一個增長。,I'll see to it that you have a raise after the first year.
332685,cmn,他對日本的歷史非常感興趣。我們很驚訝他在這方面的豐富知識。,He is very much interested in Japanese history. We are surprised at his vast knowledge of the subject.
332686,cmn,把你的自行車放好。,Put away your bicycle.
332687,cmn,昨天是Alice去了演唱會。,It was Alice who went to the concert yesterday.
332688,cmn,我們去了林中散步。,We went for a walk in the forest.
332689,cmn,汽笛聲響起，船開始慢慢地駛離港口。,"A whistle blew, and the boat slowly began to pull out of port."
332690,cmn,孩子們應該每天喝牛奶。,Children should drink milk every day.
332691,cmn,這張照片讓我想起童年的快樂時光。,This photograph reminds me of enjoyable times when I was a child.
332692,cmn,簡而言之，我不同意。,"To put it briefly, I do not agree."
332693,cmn,但是他不常微笑。,But he did not often smile.
332694,cmn,要去博物館，你就得乘那輛車。,You have to get on that bus to go to the museum.
332695,cmn,除非雨停了，我們才會出去。,We won't go out unless it stops raining.
332696,cmn,我爸爸對我的愛和照顧不比我媽媽少。,My father was no less affectionate and tender to me than my mother was.
332698,cmn,他試圖遊過河，但是失敗了。,He failed in his attempt to swim the river.
332699,cmn,告訴我你對湘南做了什麼。,Tell me what you did to Shounan.
332700,cmn,我已經受夠了這個計劃。,I've had enough of this program.
332701,cmn,他不再是以前那個他。,He isn't himself anymore.
332702,cmn,我發現他在花園裏幹活。,I found him working in the garden.
332703,cmn,畢加索是個有名的藝術家。,Picasso is a famous artist.
332705,cmn,這是一個例外。,This is an exception to the rule.
332706,cmn,他說他餓了。,He said that he was hungry.
332708,cmn,生活很困難，但我更堅強。,"Life is hard, but I am harder."
332709,cmn,這個班有多少男生？,How many boys are there in this class?
332710,cmn,這一消息證實了我的懷疑。,The news confirmed my suspicions.
332711,cmn,看那座被雪覆蓋的山。,Look at that mountain which is covered with snow.
332712,cmn,她沒有任何親戚朋友照顧她。,She doesn't have any friends or relatives to take care of her.
332715,cmn,你的媽媽會開車嗎？,Can your mother drive a car?
332716,cmn,現在的孩子認為解決任何生活問題都像重新開始一個電腦遊戲那麼簡單。,Kids these days think that any issue in life can be resolved as easily as restarting a computer game.
332717,cmn,我們也去了廟裏。,We also went to the temple.
332718,cmn,我想要去倫敦。,I'd like to go to London.
332719,cmn,你其實沒必要帶傘。,You needn't have taken an umbrella with you.
332721,cmn,這箱子是空的，裏面什麼也沒有。,This box is empty. It has nothing in it.
332722,cmn,他大半生都住在國外。,He lived abroad for much of his life.
332723,cmn,情況一天比一天差。,The situation is getting worse and worse day by day.
332724,cmn,這架飛機一次可以攜帶40名乘客。,This airplane is capable of carrying 40 passengers at a time.
332725,cmn,你們對外語感興趣嗎？,Are you interested in foreign languages?
332726,cmn,沒有人跑在他前面。,No one ran ahead of him.
332727,cmn,如果我現在有100萬日元，我會買輛車。,"If I had one million yen now, I would buy a car."
332728,cmn,你相信上帝嗎？,Do you believe in God?
332729,cmn,在某種程度上你是對的，但我還是有疑問。,"In a way you are right, but I still have doubts."
332730,cmn,我們終於登上了富士山山頂。,We gained the top of Mt. Fuji at last.
332731,cmn,他們午飯吃了三明治。,They ate sandwiches for lunch.
332732,cmn,我也想要和你身上那件同樣的外套。,I want the same jacket as you are wearing.
332733,cmn,你覺得她最想要什麼紀念品？,What souvenir do you think she would like most?
332734,cmn,做你想做的。,Do whatever you want.
332735,cmn,這些食物看起來很好吃。,The food looks very delicious.
332737,cmn,我不知道她什麼時候從法國回來。,I don't know when he returned from France.
332738,cmn,我有一個大家庭。,I have a large family.
332739,cmn,明早九點給我打電話。,Call me at nine tomorrow morning.
332741,cmn,這不是我的包。,This isn't my bag.
332743,cmn,你怎麼拼“pretty”？,"How do you spell ""pretty""?"
332744,cmn,開車真的非常簡單。,Driving a car is really very simple.
332745,cmn,對我說“你好，你怎麼樣？”什麼用都沒有，如果你沒有其它可說的。,"There's no point telling me ""Hi, how are you?"" if you have nothing else to say."
332746,cmn,會議室正在使用中。,The meeting room is occupied at the moment.
332748,cmn,他嘗了芝士蛋糕。,He tasted the cheesecake.
332749,cmn,她無法直視我的臉。,She couldn't look me straight in the face.
332750,cmn,睡眠是最大的小偷，它偷了我們一半的生命。,"Sleep is the greatest thief, for it steals half one's life."
332751,cmn,我對攝影感興趣。,I am interested in taking pictures.
332752,cmn,我買了一盞古老的燈。,I bought an ancient lamp.
332753,cmn,你可以坐船去那。,You can go there in a boat.
332754,cmn,說和做是兩碼事。,Saying is quite different from doing.
332755,cmn,他說得好像知道這個秘密一樣。,He talks as if he knew the secret.
332756,cmn,他拿到了現代文學的文憑。,He majors in modern literature.
332757,cmn,他不蠢。,He is not stupid.
332758,cmn,愛，就是一個人把另一個人的心揉碎的過程。,Love is the process of breaking and mending the heart of another.
332759,cmn,他們生活得很幸福。,They lived a happy life.
332760,cmn,她有很多事要做。,She has a lot of things to do.
332763,cmn,全體銷售人員通宵達旦地工作了一周。,The entire sales staff has worked around the clock for a week.
332764,cmn,這個詩人兼學者死了。,The poet and scholar is dead.
332765,cmn,他簡單地闡述了他的理由。,He gave his reasons in brief.
332766,cmn,你還需要茶嗎？,Do you still need tea?
332768,cmn,我們去滑雪怎麼樣？,What do you say we go skiing?
332769,cmn,我們采取了強有力的預防措施。,We took strong measures to prevent it.
332770,cmn,他在森林中迷了路。,He lost his way in the woods.
332771,cmn,不要把我們的計劃告訴任何人。,Don't tell anyone our plan.
332772,cmn,Tom躲在桌子底下。,Tom hid under the table.
332773,cmn,他告訴了我們許多經驗教訓。,He told us many lessons.
332774,cmn,這房子裏似乎在辦派對。,There appears to be a party in that house.
332775,cmn,我會教你怎麼開車。,I'll teach you how to drive a car.
332776,cmn,威尼斯的聖馬可廣場在夏季總是擠滿了遊客。,St Mark's Square in Venice is always swarming with tourists in the summer.
332777,cmn,我們必須保持家庭傳統。,We must keep up the family traditions.
332778,cmn,他能遊得很快。,He can swim very fast.
332779,cmn,一個神聖的儀式在莊嚴的廟宇中舉行。,A sacred ritual took place in the magnificent temple.
332780,cmn,我厭倦了我的工作。,I am tired of my work.
332781,cmn,你們周日送貨嗎？,Do you deliver on Sundays?
332782,cmn,我想再來一杯啤酒。,I feel like another beer.
332783,cmn,他可能迷路了。,He may have lost his way.
332784,cmn,他出賣了我。,He sold me down the river.
332785,cmn,天冷得足以讓湖結冰。,The weather was so cold that the lake froze over.
332786,cmn,我不知道，也不想知道。,"I don't know, nor do I care."
332787,cmn,去年她離開了日本。,She was out of Japan last year.
332788,cmn,這意味著其他人只能從聽你說的話來了解你和喜歡你。,This means that others can only come to know you and like you by listening to what you say.
332789,cmn,今晚我將在朋友家過夜。,I will put up at my friend's tonight.
332790,cmn,我需要購買新的鏡架。,I need to buy new spectacle frames.
332791,cmn,我弟弟手裏拿著一個攝像機。,My brother is holding a camera in his hand.
332792,cmn,我們在這裏下車吧。,Let's get off here.
332793,cmn,"Kate, 坐吧。","Sit down, Kate."
332794,cmn,我妹妹21歲，是個大學生。,My sister is twenty-one years old and a college student.
332795,cmn,你會發現難以滿足她。,You'll find it difficult to meet her requirements.
332796,cmn,除非我死了！,Over my dead body.
332797,cmn,我尊敬長輩。,I respect elderly people.
332798,cmn,有什麼比失明更不幸的呢？,What greater misfortune is there than to go blind?
332799,cmn,他們的合同在這個月底到期。,Their contract is to run out at the end of this month.
332800,cmn,幫我一下。,Help me.
332801,cmn,愛都是嫉妒的。,There's no love without jealousy.
332802,cmn,僅三分之一的成員出席了會議。,Only one third of the members turned up at the meeting.
