957652,cmn,请关闭引擎。,,,Please turn off your engine.
957755,cmn,难道他可以买一把刀，而我就不行了？,,,"If it's okay for him to buy a knife, then why on earth can't I?"
957877,cmn,我们既不知道而又没听到过这件事。,,,We had neither known nor heard about it.
958022,cmn,她做了一个四人份的巧克力香草蛋糕。,,,She made a vanilla chocolate cake for four people.
958075,cmn,3个马来西亚侨民与一个菲律宾国民在棉兰老岛达沃市爆炸里被炸死了。,,,3 Malay nationals and a Filipino were killed in the Davao bombing on Mindanao.
958077,cmn,3个马来西亚侨民与一个菲律宾国民在棉兰老岛纳卯市爆炸里被炸死了。,,,3 Malay nationals and a Filipino were killed in the Davao bombing on Mindanao.
958201,cmn,我认为是一幅毕加索的原画。,,,I believe it is a genuine Picasso.
958213,cmn,我从马来西亚来的妈妈觉得那三匹马马马虎虎。,,,My mother from Malaysia thinks that those three horses are so-so.
958364,cmn,USB是什么意思？,,,What does USB stand for?
958538,cmn,西線無戰事,,,All Quiet on the Western Front
961958,cmn,这个周末你想吃什么？,,,What do you want to eat this weekend?
961960,cmn,我想吃韩国菜。,,,I like to eat Korean food.
961970,cmn,我不会喝咖啡。,,,I don't drink coffee.
961973,cmn,Yumi的韩文越来越好,,,Yumi keeps getting better at Korean.
962537,cmn,我知道她在睡覺。,,,I know she is sleeping.
963656,cmn,请不要在图书馆的书上涂写。,,,Please do not write in this library book.
965277,cmn,請不要在圖書館的書籍上寫字。,,,Please do not write in this library book.
966523,cmn,我觉得是你。,,,I think that it's you.
966570,cmn,一个知识分子是发现到一种比性行为更有意思的活动的人。,,,An intellectual is a person who has discovered something more interesting than sex.
969825,cmn,大事化小，小事化无。,,,"Turn big problems into small ones, and make small problems into nothing."
969829,cmn,无风不起浪。,,,There is no smoke without fire.
969846,cmn,无事掘小，小事掘大。,,,"No matter how low the target, always aim higher."
969912,cmn,他小题大作。,,,He makes a mountain out of a molehill.
969995,cmn,就算独裁国家是“闭上你的嘴”，民主国家才是“当你放屁”。,,,"Dictatorship can be summed up by ""shut up!"", democracy by ""keep talking""."
970192,cmn,我同意他的建议。,,,I agree with his suggestion.
970195,cmn,你吃了这药，胃痛就会缓解很多。,,,"After you take the medicine, your stomachache will be much relieved."
970199,cmn,纽约有多少人口？,,,What is the population of New York?
970201,cmn,我们在调查事故发生的原因。,,,We are looking into the cause of the accident.
970202,cmn,如果我有钱，我马上就买这台电脑。,,,"If I had the money, I would immediately buy this computer."
970865,cmn,她认识你吗？,,,Does she know you?
972236,cmn,他就像井底之蛙。,,,He is like a frog in a well.
973034,cmn,我哥哥会开车。,,,My older brother knows how to drive.
973642,cmn,九減六等於多少？,,,How many is nine minus six?
973654,cmn,我明天不會在這裏。,,,Tomorrow I won't be here.
973662,cmn,這不是他寫的，他的字跡不是這樣的。,,,He can't have written this; it's not his handwriting.
975565,cmn,这个饮料的味道很明显是茶的味道。,,,This drink's flavor is obviously that of tea.
976855,cmn,当时进法国馆，有一种不用排队的办法，就是去吃法国馆里的食品，但是实在太贵了。,,,"During this period, there was a way to get into the French clubhouse without standing in line: you had to eat the products inside, but it was really expensive."
980937,cmn,我懂你的意思。,,,I know what you mean.
981877,cmn,老牛吃嫩草。,,,Old women like dating young men.
981913,cmn,请不要惊讶我讲这种语言，请注意我讲的内容。,,,Please don't be so surprised that I'm speaking this language and listen to the content of what I'm actually saying.
982224,cmn,他生病了。,,,He is ill.
982281,cmn,你还好吧？,,,Are you alright?
983618,cmn,這房子是寒冷。,,,The house is cold.
983677,cmn,這是馬。,,,This is a horse.
983700,cmn,父親是個好人。,,,Father is a good person.
983946,cmn,這狗是我的。,,,This dog is mine.
984024,cmn,除了我的妹妹之外，我家人都不看電視。,,,"Apart from my sister, my family doesn't watch TV."
984030,cmn,"我妹妹去北海道之前, 完成她的功课.",,,My sister will have finished her homework before she goes to Hokkaido.
984031,cmn,飯前洗手,,,Wash your hands before each meal.
984032,cmn,我們一個月開會一次。,,,We hold a meeting once a month.
984033,cmn,你一個月看幾次電影？,,,How often do you go to the movies every month?
984472,cmn,我的手机没电了。,,,My phone is out of battery.
984480,cmn,我很喜欢旅游。,,,I really like travelling.
984481,cmn,这就是昨天Linda提到的那个车。,,,This is the car Linda mentioned yesterday.
984484,cmn,加拿大的犯罪率下降了。,,,Canada's crime rate is decreasing.
984488,cmn,我们当时很累。,,,"At the time, we were very tired."
984493,cmn,她留着长发。,,,She keeps her hair long.
984779,cmn,火車的班次比巴士頻密。,,,Trains come more often than buses.
984841,cmn,這就是他寫給我的回信了。,,,This is his answer to my letter.
984843,cmn,人口正在增長。,,,The population is growing.
984851,cmn,我昨天要開兩個會，連吃午飯的時間也沒有。,,,"I had to attend two meetings yesterday, and there was no time to have lunch between."
984901,cmn,你有沒有發現動作片主角的子彈好像永遠都不會用完？,,,Notice how the hero in an action flick never seems to run out of ammo?
984913,cmn,規則就是用來打破的。,,,Rules are meant to be broken.
984919,cmn,請把這份表格寄給您的保險公司。,,,Please mail this form to your insurance company.
984920,cmn,這封信是珍自己寫的。,,,Jane wrote the letter herself.
984923,cmn,他興奮得顫抖了起來。,,,His body shivered with excitement.
984932,cmn,約翰從口袋裏取出了一把鑰匙。,,,John took a key out of his pocket.
984936,cmn,我和他交換了郵票。,,,I exchanged stamps with him.
984939,cmn,這份工作絕對沒有可能在一個月之內完成。,,,It is utterly impossible to finish the work within a month.
984940,cmn,你終有一天會後悔的。,,,The time will come when you will regret it.
984949,cmn,活到老，學到老。,,,No man is so old he cannot learn.
989138,cmn,他走进了房间。,,,He entered the room.
989139,cmn,在哪能买到入场券？,,,Where can you buy a ticket to get in?
989142,cmn,让我们惊讶的是她独自去过巴西。,,,It amazed us that she had been to Brazil alone.
989144,cmn,我不明白你们在说什么。,,,I don't understand what you are saying.
989145,cmn,衣食住是生存的基础。,,,"Food, clothing and shelter are the foundations of survival."
989154,cmn,你能证明吗？,,,Can you prove it?
989155,cmn,她在家不讲日语。,,,She doesn't speak Japanese at home.
992571,cmn,我在考虑我晚饭做什么菜。,,,I'm wondering what to cook for dinner.
993670,cmn,我必须拿我的双簧管去修理。,,,I must take my oboe for repair.
993675,cmn,我很想流利地说英语。,,,I really want to speak English fluently.
993684,cmn,我喜欢吃巧克力味的冰激凌。,,,I like to eat chocolate flavored ice cream.
993690,cmn,工作之后我直接回家。,,,After work I go straight home.
993706,cmn,我父亲有个习惯，早餐之前读报纸。,,,My father is in the habit of reading the newspaper before breakfast.
993712,cmn,没有神佛。,,,There is no such thing as God or Buddha.
993722,cmn,树叶在风中簌簌作响。,,,The leaves on the trees rustle gentle in the wind.
993724,cmn,非常感谢你所做的一切。,,,I'm very grateful for everything you've done for me.
993737,cmn,其他人没有兴趣。,,,Other people aren't interested.
993751,cmn,小孩常常对科学很有热情。,,,Young children are often fascinated by science.
993758,cmn,是的，这是我的房子。,,,"Yes, this is my house."
993759,cmn,猎人射死了狐狸。,,,The hunter shot and killed the fox.
993761,cmn,如果你愿意，你可以用我的车。,,,"If you want to, you can use my car."
993764,cmn,还有多余的盐吗？,,,Is there any salt left?
993768,cmn,他晚回来了两天。,,,He came back two days late.
993772,cmn,地球绕着太阳转。,,,The Earth moves around the sun.
993773,cmn,这是三天之前了。,,,That was three days ago.
993774,cmn,当他睡觉的时候，他让窗子一直开着。,,,He always opens the window when he goes to sleep.
993776,cmn,他常和她一起去看电影。,,,He often goes with her to watch movies.
993778,cmn,我将会在五月23号到达。,,,I will arrive on 23 May.
995177,cmn,他有太多書。,,,He has too many books.
995295,cmn,你很笨。,,,You are stupid.
996461,cmn,没有什么比早泄更糟蹋生活的了,,,There is no greater insult to life than premature ejaculation.
997589,cmn,除死无大事，讨饭到了家。,,,"When only death remains, the last resort is to beg for food."
1000940,cmn,他非常關心他兒子的將來。,,,He is very much concerned about the future of his son.
1001611,cmn,Ubuntu包括的软件挺多。,,,Ubuntu includes lots of software.
1001620,cmn,Linux系统的高手都会用命令行。,,,Linux experts are able to use the command line.
1002775,cmn,我们给这个故事配了插图。,,,We have illustrated the story with pictures.
1003810,cmn,我比你帅。,,,I am more handsome than you.
1004691,cmn,我比你聪明。,,,I'm smarter than you.
1006050,cmn,我的笔记本电脑运行Linux。,,,My laptop is running Linux.
1006062,cmn,我在笔记本电脑上运行Linux。,,,I'm running Linux on my laptop.
1006073,cmn,Ubuntu是一个流行的Linux发行版。,,,Ubuntu is a popular Linux distribution.
1006106,cmn,我的笔记本电脑是Linux系统。,,,My laptop is running Linux.
1006254,cmn,Gcc是一个编译器而python是一个解释器。,,,GCC is a compiler while Python is an interpreter.
1006275,cmn,Python脚本的语法很简单。,,,The syntax of Python scripts is very simple.
1010026,cmn,星期日上午在那边和你碰头。都等不及了。,,,Meet you there on Sunday morning. Can't wait for it.
1012178,cmn,你喜欢网球吗？,,,Do you like tennis?
1014135,cmn,吃一堑长一智。,,,"A fall into a pit, a gain in your wit."
1014153,cmn,这个只有奥巴马知道了。,,,This is only known by Obama.
1014155,cmn,我常常嗳气。,,,I often hiccup.
1014825,cmn,真的到处都是吗？,,,Is it really everywhere?
1014826,cmn,事情真的已经了结了吗？,,,Is it really all over?
1015627,cmn,至于你信不信，由你，我反正信了。,,,"Whether you believe it or not, I believe it."
1016605,cmn,你要通過了機場的安全檢查才能登機。,,,"Before you can board the plane, you'll have to go through airport security checks."
1016606,cmn,這就是他失敗的原因了。,,,That's the cause of his failure.
1016690,cmn,你只能喝从饮水器来的水。,,,You can only drink water from the water dispenser.
1016708,cmn,今天我们去了商城。我很无聊。,,,Today we went to the shopping mall. I was very bored.
1016729,cmn,我点了青蛙加面条。,,,I ordered frogs and noodles.
1016748,cmn,她一定是忘了她的承諾了。,,,She must have forgotten the promise.
1016749,cmn,他好像已經病了很久了。,,,He seems to have been ill for a long time.
1016761,cmn,羊群在草地上吃着草。,,,Sheep are feeding in the meadow.
1017109,cmn,我都知道了。,,,I know everything.
1019288,cmn,他们懂了吗？,,,Did they understand?
1019290,cmn,我买了那些小孩需要的书。,,,I bought the book which the children need.
1019292,cmn,她说：“他很英俊。”,,,"She said, ""He is handsome."""
1019293,cmn,这收音机坏了。,,,The radio is broken.
1019294,cmn,我必须离开你。,,,I have to leave you.
1019295,cmn,遵守法律是每个人的责任。,,,To obey the law is everyone's duty.
1019297,cmn,她比玛丽聪明，但她却没玛丽漂亮。,,,"She's smarter than Mary, but she's not as pretty as Mary."
1019299,cmn,我担心他会失败。,,,I am afraid he will fail.
1019302,cmn,我哭了整个晚上。,,,I cried all night.
1019304,cmn,贝蒂是连环杀手。,,,Betty is a serial killer.
1019864,cmn,我在街上遇到他。,,,I met him on the street.
1019879,cmn,五和三的總和是八。,,,The sum of 5 and 3 is 8.
1019887,cmn,你過來試試看。,,,Come on over to have a try.
1019894,cmn,我們有信心獲勝。,,,We are confident of victory.
1019903,cmn,我的數學不好。,,,I am not good at mathematics.
1019934,cmn,我們喝了些雞湯。,,,We had some chicken soup.
1019938,cmn,這個小孩身體很燙。,,,The child's body felt feverish.
1019940,cmn,大家別同時說。,,,Don't all speak at the same time.
1019945,cmn,我很願意。謝謝你。,,,I do very much. Thank you.
1019949,cmn,你說的話沒有道理。,,,What you say makes no sense.
1019951,cmn,她喜歡各種運動。,,,She likes all kinds of sports.
1019959,cmn,她從來不穿綠色的衣服。,,,She never wears green.
1019965,cmn,替我向你的孩子們問好。,,,Give my love to your kids.
1019977,cmn,那頓飯簡直好極了。,,,That meal was simply divine.
1019997,cmn,马在路上小跑着。,,,The horse trotted down the road.
1020002,cmn,很高興再次見到你。,,,I'm glad to see you again.
1020004,cmn,這對我沒什麼差別。,,,It makes no difference to me.
1020006,cmn,老人快步走开了。,,,The old man set off at a quick trot.
1020010,cmn,新年時我去看你。,,,I'll see you in the new year.
1020013,cmn,只剩下一罐肉了。,,,There is only one can of meat left.
1020020,cmn,我們遊遍全國各地。,,,We travelled all over the country.
1020023,cmn,我對日文不大了解。,,,My knowledge of Japanese is rather poor.
1020025,cmn,我想預定一個房間。,,,I want to reserve a room.
1020033,cmn,她把头发拍整齐了。,,,She patted her hair into place.
1020042,cmn,他是一個數學天才。,,,He is a mathematical genius.
1020083,cmn,他的意见很合理。,,,His opinion is reasonable.
1020090,cmn,你有今天的票吗？,,,Do you have today's tickets?
1020093,cmn,“她的书在那里？”“在桌子上。”,,,"Where is her book? ""It's on the table."""
1020095,cmn,当我看到你时，我感到很开心。,,,"Whenever I see you, I feel happy."
1020096,cmn,那街道非常吵。,,,That street is very noisy.
1020099,cmn,除了真相，我什么都不说。,,,I speak nothing but the truth.
1020100,cmn,你昨晚在哪里？,,,Where were you last night?
1020102,cmn,你可以和我一起练习日语吗？,,,Can you practice Japanese with me?
1020103,cmn,我拥有一匹马。,,,I own a horse.
1020104,cmn,我要怎么上天堂？,,,How can I get to heaven?
1020108,cmn,任何时间我都可以。,,,Any time will suit me.
1020110,cmn,这秘密是怎么泄漏出去的？,,,How did the secret get out?
1020111,cmn,我已告诉她要做什么。,,,I told her what to do.
1020112,cmn,那苹果从树上掉下来。,,,The apple fell from the tree.
1020113,cmn,他们是演员。,,,They are actors.
1020118,cmn,明天就会好了。,,,It will be fine tomorrow.
1020119,cmn,你疯了吗？,,,Are you mad?
1020126,cmn,我现在不想吃任何东西。,,,I don't feel like eating anything now.
1020148,cmn,我可以要个纸袋吗？,,,Can I have a paper bag?
1020150,cmn,我们可以看到那里的教堂。,,,We can see a church over there.
1020152,cmn,一般来说，女人活得比男人久。,,,"Generally speaking, women live longer than men."
1020153,cmn,在澳洲，人们说英语。,,,"In Australia, one speaks English."
1020156,cmn,我们做的有什么问题？,,,What's wrong with what we were doing?
1020158,cmn,在你试过之前，你不会知道你能做什么。,,,You never know what you can do till you try.
1020161,cmn,有辆车停在入口。,,,A car stopped at the entrance.
1020163,cmn,你能帮我找我的钥匙吗？,,,Would you help me look for my keys?
1020164,cmn,我对我今天的表演不满意。,,,I am not satisfied with my performance today.
1020174,cmn,我的哥哥比我大两岁，但他却比我矮三厘米。,,,"My brother is two years older than I, but he is three centimeters shorter."
1020182,cmn,我的中文說得不好。,,,I cannot speak Mandarin well.
1020185,cmn,會，我會說中文。,,,"Yes, I can speak Mandarin."
1020287,cmn,不， 我不會說英文。,,,"No, I can't speak English."
1020309,cmn,你喜歡中國嗎？,,,Do you like China?
1020422,cmn,我喜欢绿颜色。,,,I like the green colour.
1020628,cmn,我和我自己来。,,,I come with myself.
1020686,cmn,她摸黑摸不到燈的開關。,,,She groped for the light switch in the dark.
1020694,cmn,你的工作都完成了。,,,You've finished your work.
1020697,cmn,每位學生必須最晚六點放學。,,,Every student has to leave school by six.
1020698,cmn,開學了，目前感覺還不錯。,,,School has started and I like it so far.
1020712,cmn,你的爱情留下的疤痕使我想起我们。,,,The scars of your love remind me of us.
1021003,cmn,他在书店买了本英文书。,,,He bought an English book at a bookstore.
1021006,cmn,你读了那本书吗？,,,You've already read the book?
1021007,cmn,钱不是万能的。,,,Money is not everything.
1021009,cmn,给我五天时间。,,,Give me five days.
1021010,cmn,我知道你是老师。,,,I know that you're a teacher.
1021011,cmn,他不停顿地说了十分钟。,,,He spoke for ten minutes without a pause.
1021012,cmn,让我们告诉你我们知道的。,,,Let us tell you everything we know.
1021015,cmn,开始多云了。,,,It's getting cloudy.
1021017,cmn,你怎么敢笑我？,,,How dare you laugh at me!
1021020,cmn,请告诉我真相。,,,Please tell me the truth.
1030352,cmn,請你在進入博物館之前先把煙弄熄。,,,Please put out your cigarettes before entering the museum.
1030363,cmn,最重要的不是你看了多少書，而是你看的是甚麼書。,,,"What is important is not how many books you read, but what books you read."
1030365,cmn,他們高不高？,,,Are they tall?
1030368,cmn,這是我的電郵地址。,,,This is my email address.
1030674,cmn,你想成为自由就摧毁你的电视。,,,"If you want to be free, destroy your television set."
1031107,cmn,我喜欢奥克语。,,,I like the Occitan language.
1033835,cmn,我们和至少十个美国人交了朋友。,,,We made friends with at least ten Americans.
1036570,cmn,加注释使代码更易读。,,,Adding comments makes the code easier to read.
1039696,cmn,你会跳多高，就跳多高。,,,Jump as high as you can.
1039699,cmn,这是什么废话？,,,What is this nonsense?
1039713,cmn,我们现在要去睡觉。,,,We have to go to sleep now.
1039721,cmn,这是他们唯一的选择。,,,It is their only choice.
1039745,cmn,我承认我错了。,,,I realize I messed up.
1039974,cmn,好像挺有趣。,,,How fascinating!
1045387,cmn,给我谈谈你未来的计划。,,,Tell me about your program for the future.
1045391,cmn,三天一直下雨。,,,It's been raining non-stop for three days.
1045396,cmn,他把苹果分成两部分。,,,He cut the apple in half.
1045500,cmn,像他那样的人，很容易赢总统选举。,,,A person like that would have no trouble getting elected president.
1045529,cmn,我们有一只白色的猫。,,,We have a white cat.
1046049,cmn,C语言的变量名是区分大小写的。,,,Variable names in C are case sensitive.
1047372,cmn,只有一家商店卖这本书。,,,Only one store carries this book.
1050408,cmn,她以为我是医生。,,,She supposed me to be a doctor.
1050428,cmn,你养宠物吗？,,,Do you have any pets?
1050430,cmn,你能不能再说一遍？,,,Could you say that again?
1050439,cmn,看电视吧。,,,Let's watch TV.
1050441,cmn,我是老师。,,,I'm a teacher.
1050443,cmn,他没有很多钱。,,,He doesn't have much money.
1051807,cmn,汤姆不喜欢猫。,,,Tom doesn't like cats.
1053009,cmn,我们的世界正变得越来越小。,,,Our world is getting smaller and smaller.
1053718,cmn,请告诉我你的名字。,,,Please tell me your name.
1054527,cmn,学校在哪儿？,,,Where is the school?
1058170,cmn,这个菜很对胃口。,,,This dish is tasty.
1058982,cmn,你应当多运动运动。,,,You should exercise more.
1059238,cmn,怎麼了？,,,What's the matter?
1059242,cmn,感謝您為加拿大所做的一切。,,,Thank you for everything you've done for Canada.
