2254409,cmn,你需要车吗？,,Do you need a car?
2254413,cmn,我鼓励学生们更努力地学习。,,I inspired my students to work harder.
2254415,cmn,没人盯着她的时候，她甚至会哭。,,She'll cry even when no one is looking.
2254418,cmn,我父亲可能会乘下一列火车来。,,My father will possibly come on the next train.
2254419,cmn,你周末过得怎么样？,,Did you have a good weekend?
2254420,cmn,大多数学生都在为期末考试复习。,,Most students are preparing for the final exams.
2255107,cmn,她说：“再见”。,,"Goodbye, she said."
2255109,cmn,我在这项计划上投入了所有精力。,,I've put all of my energy into this plan.
2255112,cmn,你似乎错了。,,It would appear that you're wrong.
2255113,cmn,警察抓住了那个男孩的手臂。,,The policeman grabbed the boy's arm.
2255114,cmn,许多人不能而且不想去理解别人。,,"Many people can't, and do not want to, make the effort to understand others."
2255117,cmn,这双鞋对我来说太大了。,,These shoes are too big for me.
2255119,cmn,你打算去哪些地方旅行？怎么去？为什么？,,What places are you planning to visit in your travels? And how? And why?
2255121,cmn,牙疼。我无法忍受这种疼痛。,,I've got a toothache. I just can't bear this pain anymore.
2255509,cmn,我父亲在工厂工作。,,My father works at a factory.
2256337,cmn,用現金付的話會有折扣嗎?,,Is there a discount if you pay in cash?
2256342,cmn,他年輕時很會滑雪。,,He was a very good skier when he was little.
2256345,cmn,那個犯人還沒被抓到。,,The criminal has not been caught yet.
2256347,cmn,我一個人把兩個小孩扶養長大。,,I brought up two kids all on my own.
2256354,cmn,我的肩膀很痠。,,My shoulder really aches.
2256369,cmn,你可以分出那對雙胞胎中誰是誰嗎?,,Can you tell those twins apart?
2256373,cmn,他注意到我在場，但是沒向我打招呼。,,"He was aware that I was around, but didn't come to greet me."
2256380,cmn,我希望你讀讀這本書。,,I hope that you give this book a read.
2256383,cmn,你會在東京待多久?,,How long will you be in Tokyo for?
2256386,cmn,我們隊輸了第一場比賽。,,Our team lost the first match.
2256392,cmn,我對結果十分失望。,,I was entirely bummed out by the results.
2256406,cmn,因為沒有公車，我只得走路。,,"As there was no bus, I had no choice but to walk."
2256411,cmn,你真的吃得下這東西?,,You're seriously going to eat this?
2256415,cmn,你的意志力很強。,,You've got a lot of willpower.
2256417,cmn,麻煩給我菜單。,,"Can I see the menu, please?"
2256437,cmn,當她看到媽媽沒在生她的氣，她的雙眼因為幸福而閃爍了。,,Her eyes shone with joy when she saw that her mother was not mad at her.
2257004,cmn,他从床上跳了起来。,,He jumped out of bed.
2257005,cmn,在西班牙日历中，一周的开始是周一。,,"In the Spanish calendar, the week begins with Monday."
2257007,cmn,他说英语有德国口音。,,He speaks English with a German accent.
2257008,cmn,我一直在想你。,,I think of you all the time.
2257009,cmn,我看到这张照片时总是想起我父亲。,,I never see this picture without thinking of my father.
2257011,cmn,你愿意告诉我怎么做吗？,,Would you be willing to show me how to do that?
2257013,cmn,老师指出了你的错误。,,The teacher pointed out your mistakes.
2257020,cmn,筷子怎么用？,,How do I use chopsticks?
2261862,cmn,他死了我真难受。,,I am very sad that he has died.
2263128,cmn,老天！我杀了一个孕妇！,,Oh my god! I've killed a pregnant woman!
2263259,cmn,我在发呆。,,I'm out of it.
2263268,cmn,他不怎么会法语。,,He doesn't really speak French.
2263274,cmn,你看得懂德语，对吧？,,"You understand German, right?"
2263275,cmn,你听得懂德语，对吧？,,"You understand German, right?"
2263964,cmn,我想要五个肉丸。,,I want five meatballs.
2265425,cmn,可以。,,That's okay.
2265486,cmn,你说普通话不好的包括你自己。,,You yourself belong to this group of people that you're talking about - the one that doesn't speak standard Mandarin well.
2271194,cmn,不能把牙膏塞回管里。,,You can't put toothpaste back in the tube.
2271780,cmn,让他们受业（于我们）,,Let them learn from us.
2272597,cmn,他醒了過來，發現自己正躺在一間不見天日的狹小囚室裏。,,"When he came to he found himself lying in a small, windowless cell."
2275463,cmn,我的姓、名一共有五十劃，寫起來麻煩得很。,,"It's a lot of trouble to write my name, because it takes 50 strokes to write both my first and last names."
2277141,cmn,張老師每天在教室教學生中文。,,Teacher Zhang teaches Chinese to his students at school every day.
2277156,cmn,祖国到处是春天,,It's spring everywhere in the motherland.
2277157,cmn,張老師每天在學校教學生中文。,,Teacher Zhang teaches Chinese to his students at school every day.
2277164,cmn,你給我唱歌。,,You sing songs to me.
2278375,cmn,我们是博格人。,,We are the Borg.
2278504,cmn,我很矮。,,I'm short.
2278873,cmn,如果你把你抱怨的时间用在练习篮球上，你或许早已不必抱怨。,,"If you used the time you spent complaining practicing your basketball, then maybe you would have stopped complaining a long time ago."
2279122,cmn,可惜电话占线。,,The number is unfortunately busy.
2279156,cmn,这几年美剧的编剧几乎都是同性恋。,,Almost all the American TV series of the last few years were written by homosexuals.
2279557,cmn,“谢谢你们。” “不用谢。”,,"Thanks, guys. ""Don't mention it."""
2280687,cmn,你能来的话我会很开心。,,I'd be delighted if you could come with us.
2283479,cmn,她爱上了她男友的哥哥。,,She fell in love with her boyfriend's older brother.
2283480,cmn,她爱上了她朋友的弟弟。,,She fell in love with her friend's younger brother.
2283483,cmn,她给我泡了茶。,,She made tea for me.
2286071,cmn,网络积极分子想跟最高领袖见面。,,Cyber activists want to meet with the Supreme Leader.
2286080,cmn,保守分子不一定是反动分子。,,A conservative is not always a reactionary.
2287978,cmn,我想看火山！,,I want to see a volcano.
2292923,cmn,我二十五岁了。,,I'm 25 years old.
2295633,cmn,这水的味道很难闻,,This water has an ugly smell.
2296399,cmn,明白了。,,I got it.
2298178,cmn,你不杀他们，他们就杀你。,,"If you don't kill them, they'll kill you."
2298224,cmn,你吃了什么？,,What did you eat?
2298226,cmn,你今天早上吃了什么？,,What did you eat this morning?
2298229,cmn,你中午吃了什么？,,What did you eat in the afternoon?
2298230,cmn,你早上吃了什么？,,What did you eat in the morning?
2298232,cmn,你今晚吃了什么？,,What did you have this evening?
2298280,cmn,你今天晚上吃了什么？,,What did you have this evening?
2298317,cmn,他看到了警察，就逃之夭夭了。,,"As soon as he saw the policeman, he ran for it."
2298338,cmn,他说话很直接。,,He's very straightforward.
2298341,cmn,为躲避风暴，我们躲到了附近的一个谷仓内。,,We took refuge from the storm in a nearby barn.
2298344,cmn,幸好没有发生什么不愉快的事。,,Thankfully nothing unfortunate happened.
2298357,cmn,汤姆解释得太复杂了。,,Tom's explanation was too complicated.
2298359,cmn,猫在凳子上还是凳子下？,,Is the cat on or under the chair?
2298367,cmn,关于用什么方式和那些人说话，你要谨慎一些。,,You should be more careful with respect to how you talk to those people.
2298431,cmn,这本书很好懂，对我来说。,,It is easy for me to read this book.
2298432,cmn,知己难求。,,A real friend is like a rare bird.
2298442,cmn,能帮我把它包装成礼品吗？,,"Can you gift-wrap this, please?"
2298446,cmn,他的性格很消极。,,He has a passive character.
2298454,cmn,我看到桌上有本书。,,I see a book on the desk.
2298472,cmn,他住进了一家很便宜的旅馆。,,He stayed at a cheap hotel.
2298504,cmn,太阳刚下山。,,The sun has just sunk below the horizon.
2298519,cmn,等我做完那活儿就帮你。,,"As soon as I've finished doing that, I'll help you."
2298527,cmn,这个商店卖旧书,,This store sells old books.
2298533,cmn,鲁莽的开车容易造成交通事故,,Reckless driving can easily lead to an accident.
2298548,cmn,我们一字不落的，专心致志的听着。,,"We listened with great care, not missing a single word."
2298567,cmn,要想有良好的人格魅力，必须要有聪慧的头脑。,,"If you want to have an attractive personality, you need to have a good head on your shoulders."
2298568,cmn,非上上智，无了了心。,,True understanding requires the greatest of wisdoms.
2298595,cmn,吸我的鸡巴。,,Suck my dick.
2298596,cmn,邮递员每天早上都去送信。,,The postman delivers letters every morning.
2298597,cmn,可以这样说，但是太不文明了。,,"You could say it that way, but it's quite vulgar."
2298599,cmn,对了，你明天真的八点工作？,,"Hey, are you really going to work at eight tomorrow?"
2298602,cmn,下课了吗？,,You get out of class?
2298611,cmn,你睡觉了吗？,,Are you sleeping?
2298641,cmn,我生病了，很难受！,,"I'm sick, and it's miserable!"
2298686,cmn,妳什麼時候會在線上？,,When will you be online?
2299467,cmn,我看到天花板上有一只苍蝇,,I saw a fly on the ceiling.
2299468,cmn,她是一直是个很欢快的人,,She's always been a very cheerful person.
2299470,cmn,孩子们在丛林中迷路了。,,The children got lost in the jungle.
2299517,cmn,他拍了拍我的肩膀。,,He tapped me on the shoulder.
2299578,cmn,您什么时候方便？,,When would it be convenient for you?
2299583,cmn,看缘分吧。,,Let's see what fate has prescribed.
2299585,cmn,我下午去卖车。,,I'm going to go sell my car this afternoon.
2299589,cmn,我还没吃饭。,,I still haven't eaten.
2299590,cmn,我没吃饭。,,I haven't eaten.
2299608,cmn,一起出去喝杯怎么样？,,Would you like to go out to have a drink somewhere?
2299816,cmn,我们心有灵犀。,,Our hearts are linked.
2299916,cmn,我在和朋友谈事，等会和你联系。,,I'm discussing something with my friends at the moment. Wait a bit and I'll get back to you.
2300033,cmn,我洗好了。,,I'm all washed up.
2300038,cmn,“你说得不对” “那怎么说呢？”,,"What you said is wrong. ""Then what should I say?"""
2300040,cmn,外面下雨了，记得回家把窗关上。,,It's raining outside. Don't forget to close the windows when you get back home.
2300041,cmn,我刚把你家的卫生做完。,,I just finished cleaning your place.
2300044,cmn,我不明白这句话。,,I don't understand this sentence.
2300050,cmn,好巧，我下午和你说过的一句话，刚才有人添加了。,,Funny... Someone just added the sentence that I mentioned to you this afternoon.
2300052,cmn,你几个用户名呀？,,How many accounts do you have?
2300057,cmn,执子之手，与子偕老。,,Today I take your hand so that we may grow old together.
2300107,cmn,白痴，你脑子进水了？,,Idiot... You got water in your brain or something?
2300112,cmn,你们出门了吗？,,Did you guys go out?
2300114,cmn,你不需要告诉我，我对这件事情没兴趣。,,You don't need to tell me. I don't have any interest in this matter.
2300116,cmn,你出门了吗？,,Did you go out?
2300121,cmn,我出门了。,,I'm gone.
2300125,cmn,我沒有外債。,,I am free of debt.
2300128,cmn,你当我说话在放屁，是吗？,,"You think that I'm just talking nonsense, don't you?"
2300142,cmn,我一定要把香烟戒了！,,I'm definitely going to give up smoking!
2300156,cmn,树欲静而风不息，子欲养而亲不在！,,"As the trees crave tranquility in the ever-persistent wind, the child craves the care of its ever-absent parents."
2300179,cmn,你把衣服从洗衣机里拿出来了吗？,,Did you take the clothes out of the washing machine?
2300183,cmn,外面打雷了，我很害怕！,,It's thundering outside. I'm really scared!
2301453,cmn,原来都是假的。,,So it was all a lie.
2301810,cmn,我硬着头皮去了。,,I mustered up my courage and went there.
2301824,cmn,我的记性怎么这么差，总是忘东忘西的！,,Why is my memory so bad? I'm always forgetting things!
2301839,cmn,別和這個人打交道。,,Don't get involved with that guy.
2301841,cmn,明天就要去入学面试了，希望可以通过。,,I've got my college interview tomorrow. Hopefully I'll pass.
2301852,cmn,我好饿，什么时候可以去吃中饭？,,I'm pretty hungry. When can we go have lunch?
2301853,cmn,一年四季，我最喜欢夏天，你呢？,,"There are four seasons in a year, and the one I like most is summer. How about you?"
2301865,cmn,真希望自己能把烟瘾戒掉。,,I wish I could break the habit of smoking.
2301867,cmn,我已经有一个月没她的消息了。,,I have not heard from her for a month.
2301868,cmn,能教教我怎么打领带吗？,,Can you show me how to tie a tie?
2301990,cmn,他们是朋友吗？,,Are they friends?
2301991,cmn,我不在乎花多少钱。,,I don't care about the expense.
2302034,cmn,他一辈子都在和时间赛跑。,,His life is a neverending race against time.
2302280,cmn,滚开！,,Get lost!
2302301,cmn,你几点下课？,,What time do you get out of class?
2302302,cmn,你几点下班？,,When are you getting off work?
2302310,cmn,我要一杯咖啡。,,I want a coffee.
2302670,cmn,亲爱的，记得11点喊我起床工作。,,"Honey, don't forget to wake me up for work at 11 o'clock."
2302681,cmn,晚饭已经做好了，你什么时候到家？,,Dinner's ready already. When are you going to be home?
2302689,cmn,已经很晚了，快睡觉吧，明天还要工作的。,,"It's gotten late, so you better hurry up and sleep. You still need to go to work tomorrow."
2302713,cmn,你的胸很小。,,You have a small chest.
2302762,cmn,你几点上班？,,What time are you going to work?
2302763,cmn,你几点上课？,,What time is class for you?
2302765,cmn,你明天几点上课？,,What time does class start for you tomorrow?
2302766,cmn,你明天几点上班？,,What time are you going to work tomorrow?
2302851,cmn,我看错了。,,I made a mistake while looking.
2303090,cmn,好可惜。,,What a shame.
2303103,cmn,看到了。,,I saw it.
2303393,cmn,没关系，我可以等。,,It's all right. I can wait.
2303528,cmn,我在厕所。,,I'm in the toilet.
2304186,cmn,不要太晚去睡觉。,,Don't stay up too late.
2304205,cmn,你还不睡觉？,,You're still up?
2304957,cmn,我正在喂孩子。,,I am feeding my baby.
2304960,cmn,我做梦也没想到会在这里见到你。,,I never dreamed of seeing you here.
2305059,cmn,他越说越兴奋。,,"As he talked, he got more and more excited."
2305511,cmn,健忘的人最幸福。,,Those who forget everything are happy.
2306344,cmn,第二次世界大战尚未结束。,,The Second World War isn't over yet.
2306416,cmn,我明天不工作。,,I don't work tomorrow.
2306424,cmn,我昨天没工作。,,I didn't work yesterday.
2306749,cmn,你是我最可靠的朋友。,,You're the most reliable friend I have.
2307046,cmn,墙上挂着一顶帽子和一件大衣。,,There were a hat and a coat on the wall.
2307142,cmn,为享受和生命激活而读书，和为知识和教化而读书，是两码事。,,There's a big difference between reading for pleasure and stimulation and reading for knowledge and education.
2307152,cmn,希望与现实之间的矛盾，因何而起？,,From what stems this contradiction between our hopes and our reality?
2307174,cmn,亚马逊网站上的许多用户评论都是虚假的。,,Many of the user reviews on Amazon are fake.
2307195,cmn,这家公司去年获得显著的营业额增长。,,This company achieved a remarkable increase in turnover last year.
2307199,cmn,政府的开支有些过头了。,,The government's expenditures are a bit excessive.
2307203,cmn,在这停留，这不可能。,,It's not possible to stop here.
2307213,cmn,那么首先我们应该召开一次家庭会议。,,In that case we should start by having a family meeting.
2307240,cmn,人们说，狐狸比其他动物要狡猾。,,People say that the fox is more cunning than other animals.
2307383,cmn,饭做好了。,,The food's ready.
2307429,cmn,十年来，他靠父亲的救济生存。,,He's been living off his father's financial support for ten years now.
2307505,cmn,这样合法吗？,,Is this legal?
2307515,cmn,这条路太窄，过不了车。,,This road is too narrow for cars to pass.
2307545,cmn,汤姆没说他想要什么。,,Tom didn't specify what he wanted.
2307571,cmn,这个问题不简单。,,This question isn't easy.
2307742,cmn,抱歉，我现在很忙。,,"I'm sorry, I'm busy right now."
2309343,cmn,你的法语讲的很好。我希望可以讲的像你一样好。,,You speak French very well. I wish I could speak it as well as you.
2309573,cmn,晚上我们去吃饺子，好吗？,,"We're going out for dumplings in the evening, all right?"
2309585,cmn,可以这样写吗？,,Can I write it that way?
2309595,cmn,快点，菜要凉了！,,Hurry up! The food will get cold.
2309612,cmn,你什么时候告诉过我？,,When did you tell me?
2309621,cmn,明天他工作吗？,,Is he working tomorrow?
2309633,cmn,我在床上。,,I'm in bed.
2309924,cmn,他学着学着就睡着了。,,"While he was studying, he fell asleep."
2309929,cmn,哈利成功地游到了河对岸。,,Harry managed to swim across the river.
2310039,cmn,来杯冰啤酒就太棒了！,,A cold beer would hit the spot!
2310046,cmn,没什么比死亡更可怕。,,There is nothing scarier than death.
2312182,cmn,药物缓解了他的痛苦。,,The medicine decreased his pain.
2312261,cmn,现在的日本动画片越来越色情了！,,Japanese anime these days is becoming more and more like pornography.
2312543,cmn,马上就要入秋了。,,Autumn is just around the corner.
2312936,cmn,她的话是有那么几个缺点，但就是因为这些缺点，我更喜欢她了。,,"As far as she goes, yea, she does have those few faults, but it's just those faults of hers that make me like her even more."
2312942,cmn,北京有900万台自行车。,,There are nine million bicycles in Beijing.
2316113,cmn,汤姆几乎听不到玛丽在说什么。,,Tom could hardly hear what Mary was saying.
2316126,cmn,他最终和一个比他小十岁的意大利女人结了婚。,,He eventually married an Italian woman ten years his junior.
2316507,cmn,我们需要有才华的人。,,We need talented people.
2317059,cmn,现在美国有三千一百万年龄在六十五岁以上的老人。,,At present there are about 31 million Americans over the age of sixty-five.
2317066,cmn,我不能收下这个礼物。,,I cannot accept this gift.
2317095,cmn,你觉得她在说谎吗？,,Do you think her story is false?
2317098,cmn,105号房间在哪里？,,Where is Room 105?
2317102,cmn,我正在找钥匙，你看见了吗？,,I'm looking for my keys. Have you seen them?
2317106,cmn,那个女孩还不会骑车。,,That girl isn't able to ride a bicycle.
2317119,cmn,我有很多事情要做。,,I have lots of things to do.
2317127,cmn,她的头发长回原来的长度了。,,Her hair grew back to it's original length.
2317146,cmn,告诉我她为什么生气。,,Tell me the reason why she got angry.
2317156,cmn,她帮他系了领带，因为他不会。,,She helped him tie his tie because he didn't know how to.
2317166,cmn,体育场里有很多兴奋的球迷。,,There were a lot of excited fans in the stadium.
2317172,cmn,钱还没用完。,,The money has not been used up.
2318387,cmn,你没什么可抱歉的。,,You have nothing to be sorry about.
2318388,cmn,马蒂亚斯来自乌拉圭。他是乌拉圭人。,,Matías is from Uruguay. He is Uruguayan.
2318389,cmn,我很着急。,,I'm really worried.
2318390,cmn,这个电视节目看起来很好玩。,,This TV program seems to be very entertaining.
2318394,cmn,你要再来一块蛋糕吗？,,You want another slice of cake?
2318396,cmn,现在下船，游到岸边。,,"Now, get off the boat and swim to shore."
2318397,cmn,这个男孩刀叉用得很好。,,This boy is very good at using the knife and fork.
2318398,cmn,谁也不要摸这个。,,Nobody wants to touch this.
2318400,cmn,你有没有给孤儿献上一首歌呢？,,Have you ever dedicated a song to the orphans?
2318401,cmn,我们已经开了一整夜的派对了。,,We've already partied all night.
2318403,cmn,有时间给我写信，好吗？,,"Write me sometime, OK?"
2318404,cmn,他什么时候从大阪回来的？,,When did he come back from Osaka?
2318405,cmn,你不是我喜欢的类型。,,You're not my type.
2318406,cmn,我解决不了了。,,I just can't solve it.
2318407,cmn,你敢！,,How dare you!
2318408,cmn,我们晚上锁门。,,We lock the doors at night.
2318409,cmn,他们人太多了，数不过来。,,They are too numerous to enumerate.
2318410,cmn,对她好点。,,Be nice to her.
2318411,cmn,我男朋友是个记者。,,My boyfriend is a journalist.
2318412,cmn,我等她好长时间了。,,I waited for her a long time.
2318413,cmn,都是猫的错。,,It is only the cat's fault.
2318414,cmn,你有没有想过跟朋友的前男友约会？,,Would you ever consider dating your best friend's ex-boyfriend?
2318415,cmn,我还没确定找哪份工作。,,I haven't decided which job to apply for.
2318416,cmn,我们已经是十年的好朋友了。,,We have been good friends for ten years.
2318417,cmn,马克的书非常有趣。,,Mark's book is very interesting.
2318418,cmn,昨天我遇见了世界上最著名的演员之一。,,Yesterday I met one of the most popular actors in the world.
2318421,cmn,如果你们之间有问题，应该当面告诉他，不要在背后说他。,,"If you have a bone to pick with a person, tell it to his face instead of saying things behind his back."
2318422,cmn,我迷上一个女孩。,,He was enamored of the girl.
2318423,cmn,四分之三的美国人相信存在超自然现象。,,Three out of four Americans believe in the existence of paranormal phenomena.
2318424,cmn,这就是车站吗？,,Is this the train station?
2318425,cmn,我给我妈了。,,I gave it to my mommy.
2318426,cmn,她有十个孩子。,,She has ten children.
2318427,cmn,我的律师表哥现在在法国。,,"My cousin, who is a lawyer, is in France at present."
2318883,cmn,我们得保护汤姆。,,We need to protect Tom.
