466302,cmn,那小鎮離岸邊有兩英里。,,,The town is two miles away from the coast.
466303,cmn,他怕會下雨，所以就把窗關上了。,,,He closed the window for fear of rain.
466308,cmn,「巧言令色，鮮矣仁」這句說話，用來形容他最適合不過了。他說的話，沒有一句是有誠意的。,,,They say fine words are no virtue if they're insincere and that's him in a nutshell. He's all talk but doesn't mean a word of it.
466309,cmn,她自言自語地說：「我接著該到哪兒去呢？」,,,"She said to herself, ""Where shall I go next?"""
466311,cmn,這裏附近的電話亭少得可憐。,,,Telephone booths are as scarce as hen's teeth around here.
466313,cmn,我做實驗的時候弄傷了，而且還傷得十分嚴重。,,,"I got hurt during an experiment, and the injury was pretty serious."
466361,cmn,湯姆今天要留在家中嗎？,,,Does Tom have to stay home today?
466463,cmn,你已经没用了。,,,You're already useless.
466655,cmn,大家好！,,,"Hi, everybody!"
466677,cmn,我们把他称为“英雄”，但是他却背叛了我们。,,,"We called him a ""hero"", but he betrayed us."
467732,cmn,新來的秘書一分鐘可以打七十幾個字。,,,The new secretary types about 70 words per minute.
469034,cmn,因為他們是用法語談話的，所以我一句也聽不懂。,,,"As their conversation was in French, I could not understand a word."
469037,cmn,從早上九時到下午三時。,,,From nine in the morning to three in the afternoon
469058,cmn,她把那筆錢給了他。,,,She gave him the money.
469060,cmn,她把她那時的全副積蓄都給了他。,,,She gave him all the money that she had then.
469106,cmn,如果你想把肉類保存久一點，就要把它們放進冰箱裏冷藏。,,,"If you want to keep meat for long, freeze it."
469120,cmn,你有沒有看過這篇文章？,,,Have you read this article?
469165,cmn,你竟敢這樣對長輩說話？！,,,How dare you speak like that to your elders and betters!
469197,cmn,他把足踝扭傷了，整整一個月不能走路。,,,A sprained ankle disabled him from walking for a month.
469239,cmn,他不像他的兄长那样聪明。,,,He is not as smart as his older brother.
469241,cmn,他有三個女兒，一個結了婚，其餘兩個還沒有。,,,"He has three daughters; one is married, but the others aren't."
469250,cmn,他有三个姐姐。,,,He has three elder sisters.
469251,cmn,小冰箱很脏。,,,The little fridge is dirty.
469258,cmn,她是我的姐姐。,,,She's my older sister.
469260,cmn,你该摆脱你的坏习惯。,,,You must rid yourself of bad habits.
469263,cmn,你做了个坏榜样。,,,You've set a bad example.
469265,cmn,您必须弥补损失。,,,You must make up for the loss.
469269,cmn,您最好穿一件雨衣。,,,You had better put on a raincoat.
469274,cmn,你不喜欢爱情故事。,,,You don't like love stories.
469276,cmn,你去看醫生了嗎？,,,Did you go to the doctor?
469277,cmn,你们永远不会一个人的。,,,You'll never be alone.
469284,cmn,你永远不会一个人的。,,,You'll never be alone.
469289,cmn,您最好请教一下医生。,,,You'd better consult the doctor.
469291,cmn,你最好请教一下医生。,,,You'd better consult the doctor.
469292,cmn,我很惊讶你们竟然那么天真。,,,I'm surprised that you're so naïve.
469296,cmn,我很惊讶你竟然那么天真。,,,I'm surprised that you're so naïve.
469298,cmn,我很惊讶您竟然那么天真。,,,I'm surprised that you're so naïve.
469310,cmn,您在一个安全的地方。,,,You are in a safe place.
469319,cmn,我想你要拿到驾照根本不难。,,,I think you'll have very little difficulty in getting a driver's license.
469326,cmn,這種蔬菜英語叫甚麼名字？,,,What do you call this vegetable in English?
469337,cmn,你该戒烟。,,,You must quit smoking.
469341,cmn,您学英语吗？,,,Do you study English?
469344,cmn,你学英语吗？,,,Do you study English?
469355,cmn,您现在想要什么？,,,What do you want now?
469364,cmn,你现在想要什么？,,,What do you want now?
469377,cmn,您隶属哪家俱乐部吗？,,,Do you belong to any clubs?
469382,cmn,您不是个懦夫。,,,You are not a coward.
469383,cmn,你不是个懦夫。,,,You are not a coward.
469384,cmn,勝利是用許多人的性命換來的。,,,The victory was won at the cost of many lives.
469391,cmn,你把你的铅笔弄掉了。,,,You dropped your pencil.
469400,cmn,我竟然蠢得被這麼簡單的謊話騙倒了！,,,How foolish I was not to discover that simple lie!
469406,cmn,你对什么都太怀疑了。,,,You're too suspicious about everything.
469407,cmn,您想成为什么？,,,What do you want to be?
469410,cmn,你想成为什么？,,,What do you want to be?
469415,cmn,你每次都继续犯同样的错误。,,,You continue making the same mistakes time after time.
469416,cmn,您可以随便去哪儿。,,,You may go anywhere.
469417,cmn,你可以随便去哪儿。,,,You may go anywhere.
469420,cmn,別挑剔這、挑剔那的，叫你怎麼做就怎麼做。,,,Stop complaining and do as you're told.
469426,cmn,海豚是十分聰明的動物。,,,The dolphin is a very intelligent animal.
469432,cmn,不好意思，我爸爸不在家。,,,"I'm sorry, my father is out."
469440,cmn,多遗憾啊！,,,What a pity!
469441,cmn,我该做什么？,,,What should I do?
469443,cmn,你可以告訴我我錯在哪兒嗎？,,,Will you tell me where I am wrong?
469444,cmn,我的责任是什么？,,,What are my responsibilities?
469452,cmn,我的工作是什么？,,,What are my tasks?
469454,cmn,你介意我用這本字典嗎？,,,Would you mind my using this dictionary?
469462,cmn,電影好看嗎？,,,Was the movie good?
469464,cmn,您的头发是什么颜色的？,,,What color is your hair?
469466,cmn,您空闲时间喜欢做什么？,,,What do you like to do in your free time?
469467,cmn,你空闲时间喜欢做什么？,,,What do you like to do in your free time?
469472,cmn,把他放进去。,,,Put him in.
469479,cmn,爸爸给我买了一个照相机。,,,Dad bought me a camera.
469483,cmn,少了一个戒指和一点现金。,,,A ring and some cash are missing.
469492,cmn,我为她翻译了好几次这个词。,,,I helped her translate this sentence so many times.
469493,cmn,條條大路通羅馬。,,,All roads lead to Rome.
469510,cmn,意大利的国际号码前缀是三十九(+39)。,,,The country code for Italy is +39.
469523,cmn,他没有工作，他退休了。,,,He doesn't have a job. He's retired.
469526,cmn,你要它干什么？,,,What do you want it for?
469530,cmn,它包含了什么？,,,What does it contain?
469553,cmn,这是什么意思？,,,What does this stand for?
469585,cmn,我该怎么做才能让你更注意我？,,,What have I got to do so that you'll pay attention to me?
470019,cmn,今天是我请客。,,,Today is my treat.
470177,cmn,从战争开始的那一瞬间开始，两方都是罪恶的。,,,"Once a war breaks out, both sides are in the wrong."
470240,cmn,甚麼水果是紅色的？,,,What fruit is red?
470243,cmn,你是怎麼認識她的？,,,How did you come to know her?
470251,cmn,他走路時常常把一隻手插在褲袋裏。,,,He often walks with his hand in his pocket.
470259,cmn,天色開始暗了。麻煩你幫我開燈。,,,It's getting dark. Please turn the light on for me.
470260,cmn,駝鳥不會在空中飛。,,,An ostrich does not fly through the air.
470261,cmn,我們以前住的房子被拆毀了。,,,The house in which we lived was torn down.
470263,cmn,成功是沒有捷徑的。,,,There is no shortcut to success.
470264,cmn,我爸爸送了一塊電子錶給我作為生日禮物。,,,My father bought me a digital watch for birthday present.
470266,cmn,市長一家人一整天不斷遭到了恐嚇電話的騷擾。,,,The mayor's family was harassed with threatening phone calls all day.
470267,cmn,那場火災把郵車上的郵件燒掉了一大半。,,,The mail train lost most of its mail in the fire.
470268,cmn,林肯反對奴隸制度。,,,Lincoln was opposed to slavery.
470269,cmn,王先生是中國人。,,,Mr Wang is from China.
470270,cmn,我從來沒有看過這麼漂亮的畫。,,,Never have I seen such a beautiful picture.
470271,cmn,這台自行車是我弟弟的。,,,This bike belongs to my younger brother.
470273,cmn,每個男孩都有一台自行車。,,,Each boy has a bike.
470278,cmn,這間學校女孩比男孩多。,,,There are more girls than boys in this school.
470286,cmn,他每天早上都會喝一杯水。,,,He drinks a glass of water every morning.
470461,cmn,我在這裏住了三十年了。,,,I have lived here for thirty years.
470466,cmn,你告訴了我以後，我才知道這份文件有多重要。,,,I hadn't recognized the importance of this document until you told me about it.
470471,cmn,這本書是匆匆忙忙地寫的，所以有很多謬誤。,,,"Having been written in haste, the book has a lot of errors."
470474,cmn,巴士突然在路中心停了下來。,,,The bus stopped suddenly in the middle of the street.
470479,cmn,我母親那時比我還要年輕。,,,"At that time, my mother was younger than I am now."
470484,cmn,一顆一顆的星星在空中閃閃發光。,,,Many stars are twinkling in the sky.
470487,cmn,我幫了他那麼多的忙，他卻連一句感謝的話也沒有。,,,He never says thanks in spite of all that I've done for him.
470519,cmn,我步進咖啡室，看見兩個年輕人正在電視上看摔角比賽。,,,"As I entered the café, I found two young men watching a wrestling match on television."
470786,cmn,在草原上照顧羊群的人叫甚麼？,,,What do you call a man who takes care of sheep in the field?
470836,cmn,這條問題你大概已經聽過很多次了，但我暫時還想不到別的來問你。,,,"I'm sure people ask you this question all the time, but it's all that comes to mind right now."
470859,cmn,在英語能力方面，沒有人能比我好。,,,"As far as English is concerned, nobody can beat me."
470860,cmn,我马上要上ＱＱ。,,,I'll go on QQ immediately.
470864,cmn,「對的，我們以前見過面。」佐敦先生說。,,,"Yes, we have met before, said Mr Jordan."
470871,cmn,我不经常上ＱＱ。,,,I don't go on QQ very often.
470875,cmn,我想和一個喜歡打電動的女孩結婚。,,,I'd like to marry a girl who likes to play video games.
470882,cmn,地圖上的紅線代表鐵路。,,,The red lines on the map represent a railway.
470891,cmn,還有五十公里就到巴黎了。,,,It's fifty kilometers to Paris.
470901,cmn,我以身為這個計劃的一份子為榮。,,,I am proud to be a part of this project.
470904,cmn,你没必要待到最后。,,,You don't have to wait until the end.
470913,cmn,如果明天天氣好，我們就去野餐。,,,"If the weather is nice tomorrow, we will have a picnic."
470918,cmn,可以再給我一點咖啡嗎？,,,Please give me some more coffee.
470927,cmn,我養的貓昨天死了。,,,My pet cat died yesterday.
470935,cmn,約翰和蘇最後決定把蘋果切成兩半。,,,"At last, John and Sue decided to cut the apple into halves."
470949,cmn,只要有你在我的身邊，我就別無他求了。,,,"If you are by my side, I don't need anything else."
470959,cmn,這裏附近有沒有電影院？,,,Are there any movie theaters near here?
470963,cmn,我們的委員會是由十位會員組成的。,,,Our committee consists of ten members.
470988,cmn,我想下个月和一个朋友去北海道。,,,I want to go with a friend to Hokkaido next month.
471007,cmn,这个问题不能以常规方法解决。,,,You cannot solve this problem with the usual method.
471022,cmn,第一班火车什么时候出发？,,,What time does the first train leave?
471034,cmn,我们曾是隔壁邻居。,,,We used to be neighbours.
471062,cmn,我会帮你买一张演唱会门票。,,,I will help you buy one concert ticket.
471070,cmn,这个位子空着吗？,,,Is this seat available?
471088,cmn,那是我妹妹的照相机。,,,That is my sister's camera.
471091,cmn,那是我的大衣。,,,That's my coat.
471099,cmn,我讨厌学习。,,,I hate studying.
471103,cmn,我们去哪儿？,,,Where do we go?
471105,cmn,他很少来看我。,,,He seldom comes to see me.
471108,cmn,你父亲是做什么的？,,,What does your father do?
471112,cmn,第一组早上学习，第二组晚上学习。,,,"The first group studies in the morning, the second in the evening."
471133,cmn,我离婚了。,,,I am divorced.
471147,cmn,铁是种有用的金属。,,,Iron is a useful metal.
471169,cmn,我屁股痛。,,,My butt hurts.
471198,cmn,你用什么打开的？,,,What did you open it with?
471223,cmn,他醉了。,,,He is drunk.
471242,cmn,您有很多书。,,,You have many books.
471243,cmn,你有许多书。,,,You have many books.
471250,cmn,你们被骗了。,,,You've been had.
471254,cmn,您被骗了。,,,You've been had.
471266,cmn,你们来这儿干嘛？,,,What have you come here for?
471280,cmn,您非常勇敢。,,,You are very brave.
471292,cmn,你非常勇敢。,,,You are very brave.
471294,cmn,您真是太好了。,,,That's very sweet of you.
471295,cmn,你真是太好了。,,,You're really wonderful.
471298,cmn,你喜欢去哪儿就可以去哪儿。,,,You may go anywhere you like.
471309,cmn,你要这钱干嘛？,,,What do you need the money for?
471312,cmn,为什么你花了所有钱？,,,Why did you use up all the money?
471316,cmn,您能跳多高？,,,How high can you jump?
471318,cmn,你能跳多高？,,,How high can you jump?
471319,cmn,你看上去非常累。,,,You look very tired.
471327,cmn,你为什么指责我儿子？,,,Why do you accuse my son?
471334,cmn,您昨天为什么离开教室？,,,Why did you leave the class yesterday?
471351,cmn,为什么你想到外国读书？,,,Why do you want to study abroad?
471352,cmn,为什么您想到外国读书？,,,Why do you want to study abroad?
471357,cmn,你一点都没变。,,,You haven't changed at all.
471359,cmn,你还没洗手，不是吗？,,,"You haven't washed your hands yet, have you?"
471372,cmn,你现在是大人了。,,,You are now an adult.
471380,cmn,你该早一点起床。,,,You must get up a little earlier.
471387,cmn,我冷。,,,I am cold.
471388,cmn,這房間太小了，容納不下五十人。,,,This room is too small to contain 50 men.
471390,cmn,他们用肥皂洗手。,,,They wash their hands with soap.
471395,cmn,这是你的家人吗？,,,Is this your family?
471400,cmn,巴黎是世界上最大的城市之一。,,,Paris is one of the largest cities in the world.
471407,cmn,他在運動會上的表現十分出色。,,,He was able to put up remarkable performances at the sports competition.
471411,cmn,你们很久前就应该完成了。,,,You should have completed it long ago.
471419,cmn,夏天我穿短袖衬衫。,,,In the summer I wear short-sleeved shirts.
471434,cmn,您怎么敢这样说话？,,,How dare you speak like that?
471441,cmn,她心不在焉的把車子撞在了柱子上。,,,"By lack of attention, she hit the post with her car."
471444,cmn,據我所知，他是一個誠實的人。,,,"So far as I know, he is an honest man."
471447,cmn,他被取消了參賽資格。,,,He was disqualified from the competition.
471454,cmn,中國是亞洲最大的國家。,,,China is the largest country in Asia.
471465,cmn,不用怕，他不會傷害你的。,,,There is no need to be frightened. He won't harm you.
471476,cmn,她在學校參加了很多活動。,,,She participates in many school activities.
471481,cmn,據我所知，這本書從來沒有被翻譯成日文。,,,"As far as I know, the book has never been translated into Japanese."
471501,cmn,「你想要一件襯衫嗎？」「對，我想要一件紅色的。」,,,"Do you want a T-shirt? ""Yes, I want a red one."""
471507,cmn,這種人注定失敗。,,,Such a man is bound to fail.
471512,cmn,我星期天下午三時會來看你。,,,I'll come and see you at 3:00 p.m. on Sunday.
471520,cmn,你收拾好東西了沒有？,,,Have you finished packing yet?
471535,cmn,要和他們有效地溝通，只懂得說他們的語言是不夠的，因為溝通的方式是由他們的文化來決定的。,,,"Knowing their languages is not enough to communicate effectively, because the methods of communication are determined by their cultures."
471543,cmn,我們決不會屈服於恐怖份子的要求之下。,,,We will never give in to terrorist demands.
471549,cmn,雖然他道歉了，但我還是很生氣。,,,"Even though he apologized, I'm still furious."
471651,cmn,「她在說些甚麼？」「你連『祝詞』也不知道嗎？」「祝詞？」「就是神道咒語之類的東西。」,,,"What is she saying? ""You don't even know 'norito'?"" ""Norito?"" ""It's something like a Shinto spell."""
471675,cmn,山崎先生不久就康復了。,,,It was not long before Mr Yamazaki recovered.
471690,cmn,現在天空這個樣子，看起來似乎隨時會下大雨。,,,"Judging from the present look of the sky, we may have a downpour any moment."
471697,cmn,你最喜歡哪一個作曲家？,,,Who is your favorite composer?
471706,cmn,我是個從曼彻斯特來的英國女孩。,,,I'm a British girl from Manchester.
471747,cmn,「喂，宿舍甚麼時候鎖門？」「九點。」「糟了，我們不跑回去的話就趕不及了！」,,,"Hey, when do the dorms lock up? ""9 o'clock"" ""Whoops, if we don't run we won't make it!"""
471753,cmn,「你和父親關係不好嗎？」「……」「不好意思，我不應該多事的。」,,,"You don't get on well with your father? ""..."" ""Sorry, that was none of my business."""
471763,cmn,「喂！這裏跑步很危險的。」「嗯？……啊、啊、啊！！」「唉，我剛才不是和你說了嗎？」,,,"Hey! It's dangerous to run here. ""Eh? ... A-a-Aaah!!"" ""Oh dear, what did I tell you?"""
471765,cmn,那是我的猫。,,,That's my cat.
472114,cmn,她的祖母活到了八十八歲。,,,Her grandmother lived to be eighty-eight years old.
472115,cmn,她取得了博士學位。,,,She received a doctor's degree.
472116,cmn,沒有人知道戰爭何時會完結。,,,Nobody can foresee when the war will end.
472126,cmn,你是指誰？,,,Who are you referring to?
472130,cmn,看！她來了！,,,There! She comes!
472271,cmn,那部电影很有意思。,,,That film's really interesting.
472272,cmn,那片云是鱼的形状。,,,That cloud is in the shape of a fish.
472300,cmn,我可以吃那个蛋糕吗？,,,May I eat that cake?
472304,cmn,对不起。,,,I'm sorry.
472315,cmn,小姐！我觉得不舒服。,,,Miss! I feel sick.
472326,cmn,帮助你是我的责任。,,,It's my duty to help you.
472332,cmn,我生来就是为了爱你的。,,,I was born to love you.
472358,cmn,你明天有空吗？,,,Are you free tomorrow?
472364,cmn,我欣赏你。,,,I admire you.
472380,cmn,我猜想您喜欢他。,,,I suppose you like him.
472381,cmn,您会骑马吗？,,,Can you ride a horse?
472389,cmn,您参观过东京塔吗？,,,Did you visit the Tokyo Tower?
472404,cmn,你有车吗？,,,Do you have a car?
472411,cmn,您会开车吗？,,,Can you drive a car?
472574,cmn,他幫我把手錶修理好了。,,,He fixed the watch for me.
472578,cmn,國王下令把囚犯釋放。,,,The king ordered that the prisoner should be set free.
472590,cmn,我有很多工作要做。,,,I have a lot of work to do.
472593,cmn,那是個迷人的秋夜。,,,It was a lovely autumn evening.
472594,cmn,正方形有四條邊。,,,A square has four sides.
472596,cmn,到了最後的一刻，我的決心突然動搖了。,,,My resolution dissolved at the last moment.
472597,cmn,這裏要小心扒手。,,,Beware of pickpockets here.
472599,cmn,這桌子和我們家的一樣大。,,,This table is just as large as ours.
472603,cmn,請你把你的名字和電話號碼告訴我。,,,Please tell me your name and telephone number.
472610,cmn,我的夢想是要成為一個頂級的麻將高手。,,,My dream is to become a very strong mahjong player.
472620,cmn,美國的罪犯大多是吸毒成癮的癮君子。,,,Many criminals in America are addicted to drugs.
472625,cmn,我父親在電力公司工作。,,,My father works for a power company.
472631,cmn,我想吃點東西。,,,I want something to eat.
472634,cmn,雨一連下了五天。,,,It rained five successive days.
472637,cmn,所以我們還是留在家中吧。,,,So we'd better stay home.
472646,cmn,二十一世紀是在二零零一年開始的。,,,The twenty-first century begins in 2001.
472659,cmn,你剛剛才吃過晚飯，不可能餓得這麼快的。,,,You can't be hungry. You've just had dinner.
472669,cmn,希望雨快點停吧。,,,I wish the rain would stop.
472779,cmn,我的勺子更大！,,,My spoon is bigger!
472800,cmn,您能帮我修这双鞋吗？,,,Can you mend these shoes for me?
472805,cmn,玛丽去环游世界了。,,,Mary went on a voyage around the world.
472811,cmn,她的祖母活到了88岁。,,,Her grandmother lived to be 88 years old.
472823,cmn,她对她的孩子非常生气。,,,She got very angry with her children.
472825,cmn,我以为他是我弟弟。,,,I thought he was my brother.
472837,cmn,我们发现他是她的父亲。,,,We found out that he was her father.
472842,cmn,她有蓝色的眼睛。,,,She has blue eyes.
472845,cmn,您的牛排要几分熟？,,,How would you like your steak?
472850,cmn,換了是我，就會要孩子自己一個人去遊歷一下。他現在這個年紀，吃一點苦是好的。,,,I'd send my kid out on his own for a while if I were you. A few hard knocks at this point might do him some good.
472851,cmn,我会去你家接你。,,,I'll pick you up at your home.
472852,cmn,他會說五國語言。,,,He can speak five languages.
472857,cmn,他当时一个人在家。,,,He was home alone at the time.
472859,cmn,我明天带给你。,,,I'll bring it to you tomorrow.
472862,cmn,我把盒子扛在肩上。,,,I carried the box on my shoulder.
472864,cmn,我不懂音乐。,,,I don't understand music.
472866,cmn,我不知道她结婚了。,,,I didn't know she was married.
472868,cmn,我不用打扫房间。,,,I don't have to clean my room.
472869,cmn,我也是17岁。,,,"I'm 17, too."
472874,cmn,我周日从来都不在家。,,,I am never at home on Sundays.
472875,cmn,請問有沒有飛往紐約的不停站航班？,,,Is there a nonstop flight to New York?
472877,cmn,她的男朋友送了一份禮物給她。,,,She got a present from her boyfriend.
472879,cmn,我把剩下的东西给我的狗吃。,,,I fed the leftovers to my dog.
472881,cmn,我现在不想吃午饭。,,,I don't want to eat lunch now.
472884,cmn,請小心月台與車廂之間的空隙。,,,Please mind the gap between the train and the platform.
472885,cmn,我决定不去欧洲了。,,,I decided not to go to Europe.
472887,cmn,我买了一支钢笔，但我把它丢了。,,,"I bought a pen, but I lost it."
472888,cmn,除了洋葱我什么都可以吃。,,,I can eat anything but onions.
472889,cmn,我没听到您的姓。,,,I didn't catch your last name.
472890,cmn,我不知道怎么去那儿。,,,I don't know how to go there.
472891,cmn,我想到了一個好主意。,,,I thought of a good idea.
472892,cmn,在美國，汽車並不是奢華的象徵，而是生活的必需品。,,,In the United States the automobile is a necessity and not a luxury.
472897,cmn,今天我有很多功課要做。,,,"Today, I have a lot of homework."
472898,cmn,现在我想起来了。,,,Now I remember.
472901,cmn,少了什么？,,,What is missing?
472905,cmn,我们掉头吧！,,,Let's turn back.
472909,cmn,如果他努力学习，他会通过考试的。,,,"If he studied hard, he would pass the test."
472923,cmn,哦！请给我看看。,,,Oh! Show it to me please.
472926,cmn,老實說，我其實想留在家中，不想出外的。,,,"To tell the truth, I would rather stay at home than go out."
472935,cmn,郵政局離這裏只有幾分鐘的路程。,,,The post office is a few minutes' walk from here.
472950,cmn,我打了電話給你，但卻接不通。,,,"I tried to reach you on the phone, but I was unable to get through."
472957,cmn,雖然小男孩的母親叫他不要開窗，但他還是開了。,,,"The boy opened the window, although his mother told him not to."
472959,cmn,请进。,,,"Do come in, please."
472961,cmn,我能用一下你们的厕所吗？,,,May I use your toilet?
472962,cmn,這個年代用電視和收音機報道新聞已是十分平常的事了。,,,The communication of news by TV and radio is very common now.
472964,cmn,我不会说德语。,,,I don't speak German.
472966,cmn,德国曾是意大利的同盟国。,,,Germany was once allied with Italy.
472968,cmn,德国在1880年代采取了一种社会保障制度。,,,Germany adopted a social security system in the 1880's.
472970,cmn,关门。,,,Shut the door.
472974,cmn,请敲门。,,,Please knock on the door.
472981,cmn,我听到门关了。,,,I heard the door close.
472982,cmn,门一开，他们就逃走了。,,,"As soon as the door opened, they ran away."
472986,cmn,开电视。,,,Turn on the TV.
472992,cmn,根据电视新闻，一架飞机在印度坠毁了。,,,"According to TV news, there was a plane crash in India."
472998,cmn,但我有能力烧得好菜。,,,But I am able to cook well.
473003,cmn,但我一直都太懒了。,,,But I was always too lazy.
473005,cmn,但你喜欢！,,,But you like it!
473006,cmn,那我明天会问他的。,,,"I will ask him about it tomorrow, then."
473011,cmn,特德爱他的妻子伊丽莎白。,,,Ted loves his wife Elizabeth.
473012,cmn,你的测验怎么样？,,,How was your test?
473016,cmn,我会尽可能帮你的。,,,I will help you as far as I can.
473018,cmn,我跑得尽可能快。,,,I ran as fast as possible.
473020,cmn,我会尽快完成的。,,,I'll finish it as quickly as I can.
473021,cmn,尽早让我知道结果。,,,Let me know the result as soon as you can.
473027,cmn,如果可能的话，在明天前做好这个工作。,,,Do this work by tomorrow if possible.
473029,cmn,我想要一张1比250000的得克萨斯州的地图。,,,I want a map of Texas on a scale of 1 to 250000.
473711,cmn,這就是我為什麼回來的原因。,,,This is the reason why I came here.
473733,cmn,他把自己的钱包掉到地上，现在是我的了。,,,"He dropped his wallet, and now it's mine."
473747,cmn,你必須認真學習。,,,You must study hard.
473947,cmn,你有沒有紅色的鉛筆？,,,Have you got a red pencil?
473963,cmn,我發現了一隻翅膀受了重傷的鳥兒。,,,I found a bird whose wing was severely damaged.
473966,cmn,如果沒有了音樂，這個世界就會變得十分沉悶。,,,"Were it not for music, the world would be a dull place."
474079,cmn,情況比我們想像的要糟。,,,The situation is worse than we believed.
474088,cmn,我們可以繼續玩，別吵到別人就行了。,,,"We can continue playing, as long as we don't make too much noise."
474220,cmn,这个城市的交通方便得很。,,,The transportation in this city is very convenient.
474243,cmn,在我家里有个果园。,,,My house has a fruit garden.
474583,cmn,不要东拉西扯。,,,Don't ramble.
474782,cmn,他的看法真是一文不值。,,,His ideas never earned him a single penny.
474795,cmn,今天我要去买些材料。,,,I'm going to go buy some materials today.
474921,cmn,我用Twitter。,,,I use Twitter.
475012,cmn,冷飲更佳。,,,Best served chilled.
475194,cmn,鮑勃在學校很受歡迎。,,,Bob is popular at school.
475197,cmn,这条河比那条长三倍。,,,This river is three times longer than that one.
475207,cmn,他的軍階比我高一級。,,,He is immediately above me in rank.
475215,cmn,我在街上散步，消磨時間。,,,I strolled along the streets to kill time.
475216,cmn,真不好意思，辛苦你了！,,,I'm really sorry to trouble you!
475247,cmn,我就算說上三天三夜，恐怕也不能把一切解釋清楚。,,,It would take forever for me to explain everything.
475324,cmn,你的回答是正确的。,,,Your answer is right.
475383,cmn,我十分安心，因為我知道你會保守秘密。,,,My mind is at ease believing you'll keep the secret.
475388,cmn,湯姆到了現在還沒來，說不定是沒趕上火車。,,,Tom may have missed the train. He hasn't come yet.
475390,cmn,那是甚麼聲音？,,,What was that noise?
475392,cmn,這品種的蝴蝶現在已經絕種了。,,,Butterflies of this species are now extinct.
475395,cmn,如果不用考試，我們的校園生活該有多快樂啊！,,,"If it were not for examinations, how happy our school life would be!"
475398,cmn,你應該去看牙醫，把牙拔掉。,,,You should go to the dentist and have that tooth pulled out.
475474,cmn,这本课本很好。,,,This is a good textbook.
475530,cmn,他们的旅行因为下雨延期了。,,,Their trip was postponed because of the rain.
475764,cmn,一加二等于三。,,,One plus two is equal to three.
475781,cmn,你好吗？,,,How is it going?
475827,cmn,她讲法语吗？,,,Does she speak French?
475843,cmn,她骑自行车去上学。,,,She rides her bike to school.
475849,cmn,你睡得好吗？,,,Did you sleep well?
475871,cmn,你是大学生吗？,,,Are you a college student?
475905,cmn,现在谈这件事还为时过早。,,,It's still too early to talk about this now.
476011,cmn,我再也受不了了！,,,I can't stand it anymore.
476183,cmn,许多年轻人在战争中因为民主而死去。,,,Many young men died in the cause of democracy during the war.
476184,cmn,我明白怎么解决问题。,,,I understand how to solve the problem.
476186,cmn,我喜欢在eBay上购物。,,,I like shopping on Ebay.
476188,cmn,我真的不懂这个问题。,,,I truly do not understand the question.
476201,cmn,他们变得很紧张。,,,They became very nervous.
476213,cmn,我讨厌别人让我等很久。,,,I hate when other people make me wait a long time.
476215,cmn,快一点，你就能赶上火车了。,,,"Hurry, and you will catch the train."
